"responseHeader__zkConnected","responseHeader__status","responseHeader__QTime","responseHeader__params__q","responseHeader__params__indent","responseHeader__params__fl","responseHeader__params__rows","responseHeader__params__wt","response__numFound","response__start","response__docs__id","response__docs__city","response__docs__DOB","response__docs__longitude","response__docs__sex","response__docs__state","response__docs__latitude","response__docs__name"
"","","","","","","","","","","4945","Exira","1996-09-08T22:11:38Z","-95","F","Iowa","42","CUARTELON,SHARANE "
"","","","","","","","","","","4946","Gray","1998-03-08T22:11:38Z","-95","M","Iowa","42","FRYKMAN,TARIN M"
"","","","","","","","","","","4947","Hamlin","1996-05-08T22:11:38Z","-95","F","Iowa","42","VILLALOBOS,SIOBHAN J"
"","","","","","","","","","","4949","Atkins","1999-11-08T22:11:38Z","-92","F","Iowa","42","SCOTT, KELLY L,NHA L"
"","","","","","","","","","","4951","Blairstown","1999-04-08T22:11:38Z","-92","F","Iowa","42","FARNES,XIULI R"
"","","","","","","","","","","4954","Luzerne","1999-03-08T22:11:38Z","-92","M","Iowa","42","SINKEY,JIEMEI "
"","","","","","","","","","","4956","Newhall","1996-07-08T22:11:38Z","-92","M","Iowa","42","BULIS,MONETTA "
"","","","","","","","","","","4957","Norway","1994-03-08T22:11:38Z","-92","F","Iowa","42","VALES,S GAIL R"
"","","","","","","","","","","4960","Van Horne","1998-09-08T22:11:38Z","-92","M","Iowa","42","TILLMON,RAKHEE "
"","","","","","","","","","","4962","Walford","1993-04-08T22:11:38Z","-92","M","Iowa","42","BILOW,MYRON E"
"","","","","","","","","","","4963","Watkins","1994-02-08T22:11:38Z","-92","F","Iowa","42","MUNOZ LEDO,KARYN "
"","","","","","","","","","","4964","Cedar Falls","1998-08-08T22:11:38Z","-92","M","Iowa","43","KESLER-ZANE,CERANISE M"
"","","","","","","","","","","4965","Cedar Falls","1998-10-08T22:11:38Z","-92","F","Iowa","42","KOSIOR,AKBERET T"
"","","","","","","","","","","4967","Dunkerton","1993-08-08T22:11:38Z","-92","F","Iowa","43","DEGADO,ALLISIA J"
"","","","","","","","","","","4968","Gilbertville","1992-12-08T22:11:38Z","-92","M","Iowa","42","MONAGWAN,KORTNI "
"","","","","","","","","","","4970","La Porte City","1999-04-08T22:11:38Z","-92","M","Iowa","42","GRANDE,NAYOMI R"
"","","","","","","","","","","4971","Raymond","1993-06-08T22:11:38Z","-92","F","Iowa","42","DIAZ DELACUEST,BRENAWYN A"
"","","","","","","","","","","4972","Waterloo","1999-08-08T22:11:38Z","-92","M","Iowa","42","BRAKEVILLE,MAILIKAPU E"
"","","","","","","","","","","4973","Waterloo","1994-05-08T22:11:38Z","-92","F","Iowa","42","KONZI,SUMAYEH C"
"","","","","","","","","","","4975","Waterloo","1998-03-08T22:11:38Z","-92","F","Iowa","42","MCAULEY,ZOYLA "
"","","","","","","","","","","4979","Boone","1993-04-08T22:11:38Z","-94","F","Iowa","42","FEARNLEY,LAURABELLE J"
"","","","","","","","","","","4980","Boxholm","1997-05-08T22:11:38Z","-94","M","Iowa","42","LEBEDEFF,REJINE "
"","","","","","","","","","","4981","Boone","1998-01-08T22:11:38Z","-94","F","Iowa","42","HAXTON-ROBISON,ADAH "
"","","","","","","","","","","4982","Luther","1998-05-08T22:11:38Z","-94","M","Iowa","42","VADALO,ADREIANNA J"
"","","","","","","","","","","4983","Madrid","1993-02-08T22:11:38Z","-94","F","Iowa","42","CAVEN,SARALYN "
"","","","","","","","","","","4984","Ogden","1997-12-08T22:11:38Z","-94","M","Iowa","42","AZIZZADEH DIZA,TAKHMINA "
"","","","","","","","","","","4985","Pilot Mound","1996-03-08T22:11:38Z","-94","F","Iowa","42","GAUDEFROY,KUULEILANI L"
"","","","","","","","","","","4986","Denver","1998-10-08T22:11:38Z","-92","M","Iowa","43","HUIRAS,ABBY "
"","","","","","","","","","","4989","Plainfield","1998-01-08T22:11:38Z","-93","F","Iowa","43","BATTAGLIA JR,SUI YEE "
"","","","","","","","","","","4991","Sumner","1997-05-08T22:11:38Z","-92","F","Iowa","43","BIRBECK,FLOREENA "
"","","","","","","","","","","4992","Tripoli","1993-12-08T22:11:38Z","-92","M","Iowa","43","MCMILLAR,OE CHG TO "
"","","","","","","","","","","4993","Waverly","1998-01-08T22:11:38Z","-92","F","Iowa","43","FELSHER,DEZERI "
"","","","","","","","","","","4994","Aurora","1993-11-08T22:11:38Z","-92","M","Iowa","43","CARMARK,MARCAS "
"","","","","","","","","","","4995","Fairbank","1996-12-08T22:11:38Z","-92","F","Iowa","43","GROUNDER,TAESHIA "
"","","","","","","","","","","4996","Hazleton","1996-11-08T22:11:38Z","-92","M","Iowa","43","HAFOKA,LESTELL "
"","","","","","","","","","","4999","Lamont","1996-11-08T22:11:38Z","-92","F","Iowa","43","BRIDGET,JAZMIN "
"","","","","","","","","","","5000","Stanley","1998-04-08T22:11:38Z","-92","M","Iowa","43","MOSSAD,XANDER "
"","","","","","","","","","","5002","Brandon","1997-04-08T22:11:38Z","-92","M","Iowa","42","CINFIO,JYOTI B"
"","","","","","","","","","","5003","Quasqueton","1998-06-08T22:11:38Z","-92","F","Iowa","42","KOTROB,GEONEVA A"
"","","","","","","","","","","5006","Marathon","1995-03-08T22:11:38Z","-95","M","Iowa","43","FERRIOLLI,EFELVIRA R"
"","","","","","","","","","","5007","Newell","1999-09-08T22:11:38Z","-95","F","Iowa","43","GIMBEL,JUVYLYN "
"","","","","","","","","","","5008","Rembrandt","1999-10-08T22:11:38Z","-95","M","Iowa","43","GIUDICI,HARKARAN L"
"","","","","","","","","","","5009","Sioux Rapids","1996-09-08T22:11:38Z","-95","F","Iowa","43","ILAO,SATHARY B"
"","","","","","","","","","","5010","Storm Lake","1999-04-08T22:11:38Z","-95","M","Iowa","43","NAGEY,BAN D"
"","","","","","","","","","","5013","Linn Grove","1993-01-08T22:11:38Z","-95","F","Iowa","43","JOACHIM,ATHENA "
"","","","","","","","","","","5014","Allison","1999-05-08T22:11:38Z","-93","M","Iowa","43","DERUTTE,LLEN M"
"","","","","","","","","","","5016","Aredale","1998-12-08T22:11:38Z","-93","M","Iowa","43","SCACCALOSI,ESTEFANI "
"","","","","","","","","","","5018","Bristow","1996-09-08T22:11:38Z","-93","M","Iowa","43","CRIDEBRING,KANDUS "
"","","","","","","","","","","5019","Clarksville","1999-03-08T22:11:38Z","-93","F","Iowa","43","WILSON-REYES,BRIGIT A"
"","","","","","","","","","","5020","Dumont","1993-03-08T22:11:38Z","-93","M","Iowa","43","POVEY,ALAYSHA "
"","","","","","","","","","","5024","Parkersburg","1996-01-08T22:11:38Z","-93","M","Iowa","43","SCHLENDORF III,CHANENA L"
"","","","","","","","","","","5025","Shell Rock","1993-08-08T22:11:38Z","-93","F","Iowa","43","GOTERA,ALEXYA "
"","","","","","","","","","","5026","Farnhamville","1995-09-08T22:11:38Z","-94","M","Iowa","42","VELLOS,KEREL R"
"","","","","","","","","","","5027","Jolley","1992-12-08T22:11:38Z","-95","F","Iowa","42","ADINOLFI,EMAN R"
"","","","","","","","","","","5028","Knierim","1997-09-08T22:11:38Z","-94","M","Iowa","42","BREINIG,HUI BI "
"","","","","","","","","","","5029","Lytton","1996-04-08T22:11:38Z","-95","F","Iowa","42","NAGUMO,TARAH P"
"","","","","","","","","","","5030","Manson","1995-05-08T22:11:38Z","-95","M","Iowa","43","SLIMICK,LAQUAYA "
"","","","","","","","","","","5033","Somers","1999-06-08T22:11:38Z","-94","F","Iowa","42","TOVAR-BANUELOS,FARRAHLYN "
"","","","","","","","","","","5034","Lake City","1996-07-08T22:11:38Z","-95","M","Iowa","42","SHUGART,WYKEETA M"
"","","","","","","","","","","5037","Carroll","1994-02-08T22:11:38Z","-95","F","Iowa","42","KAVANAGH,MOUI "
"","","","","","","","","","","5038","Arcadia","1993-01-08T22:11:38Z","-95","M","Iowa","42","LACUNZA JR,CHUMANI "
"","","","","","","","","","","5040","Dedham","1995-01-08T22:11:38Z","-95","M","Iowa","42","VOWELL,VEASNA "
"","","","","","","","","","","5042","Halbur","1992-12-08T22:11:38Z","-95","M","Iowa","42","KARABINIS,FATI "
"","","","","","","","","","","5043","Lanesboro","1999-05-08T22:11:38Z","-95","F","Iowa","42","GOMEZ-BAY,BELJICAR H"
"","","","","","","","","","","5048","Anita","1994-10-08T22:11:38Z","-95","M","Iowa","41","FIRNGES,JR,ELGIN "
"","","","","","","","","","","5049","Atlantic","1993-08-08T22:11:38Z","-95","F","Iowa","41","PUSCH,VIDA J"
"","","","","","","","","","","5050","Wiota","1996-07-08T22:11:38Z","-95","M","Iowa","41","MC ALAVEY,LETRISHA G"
"","","","","","","","","","","5051","Cumberland","1998-02-08T22:11:38Z","-95","F","Iowa","41","RAMZI,YAJAIRA A"
"","","","","","","","","","","5052","Massena","1994-11-08T22:11:38Z","-95","M","Iowa","41","ARJIL,MARIE FE F"
"","","","","","","","","","","5053","Griswold","1993-11-08T22:11:38Z","-95","F","Iowa","41","SHUYLER,ASHELIE E"
"","","","","","","","","","","5054","Lewis","1997-04-08T22:11:38Z","-95","M","Iowa","41","BOSWARD,EPIPHANEY "
"","","","","","","","","","","5055","Marne","1999-01-08T22:11:38Z","-95","F","Iowa","41","MIDDENDORF,ADRIENE "
"","","","","","","","","","","5056","Clarence","1993-03-08T22:11:38Z","-91","M","Iowa","42","SMALLY,JERALDIN L"
"","","","","","","","","","","5057","Lowden","1997-04-08T22:11:38Z","-91","F","Iowa","42","BAREILLES,VICRORIA "
"","","","","","","","","","","5058","Mechanicsville","1998-05-08T22:11:38Z","-91","M","Iowa","42","ETEROVICH,ANNFIE S"
"","","","","","","","","","","5059","Stanwood","1998-05-08T22:11:38Z","-91","F","Iowa","42","MYRIEKS,DEVANN J"
"","","","","","","","","","","5060","West Branch","1997-08-08T22:11:38Z","-91","M","Iowa","42","MANIS,JOSEPHYNE "
"","","","","","","","","","","5061","Bennett","1996-11-08T22:11:38Z","-91","F","Iowa","42","OFFHOLTER,CEMANTHA L"
"","","","","","","","","","","5062","Durant","1993-11-08T22:11:38Z","-91","M","Iowa","42","RHAMY,ALYSIA "
"","","","","","","","","","","5063","Tipton","1998-08-08T22:11:38Z","-91","F","Iowa","42","MARKWELL,AGRIFFA "
"","","","","","","","","","","5065","Mason City","1999-02-08T22:11:38Z","-93","F","Iowa","43","KANT-WOOD,LAWANNA "
"","","","","","","","","","","5066","Clear Lake","1995-09-08T22:11:38Z","-93","M","Iowa","43","VALLE-TIJERO,FRANCIAS "
"","","","","","","","","","","5067","Dougherty","1992-12-08T22:11:38Z","-93","F","Iowa","43","HAGEN-GIURLANI,DONYELL C"
"","","","","","","","","","","5068","Meservey","1994-04-08T22:11:38Z","-93","M","Iowa","43","YONEKAWA,ANJELINA L"
"","","","","","","","","","","5069","Plymouth","1994-06-08T22:11:38Z","-93","F","Iowa","43","WELTON-DOYAL,MERCEDEZ L"
"","","","","","","","","","","5070","Rock Falls","1994-09-08T22:11:38Z","-93","M","Iowa","43","EBRAHIM,DAYSHA "
"","","","","","","","","","","5071","Rockwell","1993-06-08T22:11:38Z","-93","F","Iowa","43","SCHEINDER,SHERREINA C"
"","","","","","","","","","","5072","Swaledale","1993-01-08T22:11:38Z","-93","M","Iowa","43","PELVITSKI,GLEADIS "
"","","","","","","","","","","5073","Thornton","1999-06-08T22:11:38Z","-93","F","Iowa","43","FERENSON,RANELLE M"
"","","","","","","","","","","5074","Ventura","1995-07-08T22:11:38Z","-93","M","Iowa","43","OKPARA,JAREE "
"","","","","","","","","","","5076","Cherokee","1998-12-08T22:11:38Z","-96","M","Iowa","43","GRANKO,SHAKRITA D"
"","","","","","","","","","","5077","Cleghorn","1999-02-08T22:11:38Z","-96","F","Iowa","43","BET,XUE YING LYNN"
"","","","","","","","","","","5078","Larrabee","1994-09-08T22:11:38Z","-96","M","Iowa","43","KURAMATA,KYUNGHEE A"
"","","","","","","","","","","5079","Marcus","1998-02-08T22:11:38Z","-96","F","Iowa","43","WAHLBERG,MISS "
"","","","","","","","","","","5083","Alta Vista","1994-11-08T22:11:38Z","-92","F","Iowa","43","D'AMBRA,DRUANN R"
"","","","","","","","","","","5084","Fredericksburg","1999-08-08T22:11:38Z","-92","M","Iowa","43","AIHARA,CHICETA O"
"","","","","","","","","","","5086","Nashua","1993-11-08T22:11:38Z","-93","M","Iowa","43","DCAMP,ASHANDRA C"
"","","","","","","","","","","5088","North Washington","1999-07-08T22:11:38Z","-92","M","Iowa","43","ZAMBRANA,CONNIE E"
"","","","","","","","","","","5089","Lawler","1996-09-08T22:11:38Z","-92","F","Iowa","43","YAT,CRESSIDA "
"","","","","","","","","","","5090","Murray","1997-12-08T22:11:38Z","-94","M","Iowa","41","FELEAY,ELINOR D"
"","","","","","","","","","","5091","Osceola","1992-12-08T22:11:38Z","-94","F","Iowa","41","DURANTER,QUYNH HOA G"
"","","","","","","","","","","5093","Peterson","1994-08-08T22:11:38Z","-95","F","Iowa","43","GAREFALOS,LYNNZ "
"","","","","","","","","","","5094","Spencer","1998-06-08T22:11:38Z","-95","M","Iowa","43","FEICHTMANN,YEZICA "
"","","","","","","","","","","5095","Dickens","1996-01-08T22:11:38Z","-95","F","Iowa","43","BATH, JR,GLENN MARK "
"","","","","","","","","","","5096","Everly","1996-04-08T22:11:38Z","-95","M","Iowa","43","BONNEMA,KORRI L"
"","","","","","","","","","","5097","Fostoria","1999-06-08T22:11:38Z","-95","F","Iowa","43","PESSOA,MAKAILA "
"","","","","","","","","","","5098","Gillett Grove","1996-07-08T22:11:38Z","-95","M","Iowa","43","NASH-JACKSON,FAITH-LOUISE "
"","","","","","","","","","","5099","Greenville","1998-07-08T22:11:38Z","-95","F","Iowa","43","ULSHOEFFER,MICHAEL  "
"","","","","","","","","","","5101","Webb","1994-02-08T22:11:38Z","-95","F","Iowa","43","MC HATTON,RENETTA J"
"","","","","","","","","","","5102","Edgewood","1995-04-08T22:11:38Z","-91","M","Iowa","43","OLASO,JENAE L"
"","","","","","","","","","","5104","Elkport","1995-08-08T22:11:38Z","-91","M","Iowa","43","YAMIN,CHELBIE J"
"","","","","","","","","","","5105","Farmersburg","1994-08-08T22:11:38Z","-91","F","Iowa","43","SWIM,SATAREH R"
"","","","","","","","","","","5106","Garber","1998-09-08T22:11:38Z","-91","M","Iowa","43","GREENSPANE,ELDA E"
"","","","","","","","","","","5107","Garnavillo","1995-03-08T22:11:38Z","-91","F","Iowa","43","ELLZEY,EUCHARISTIC E"
"","","","","","","","","","","5109","North Buena Vista","1993-07-08T22:11:38Z","-91","F","Iowa","43","KINWORTHY,VILA "
"","","","","","","","","","","5110","Saint Olaf","1994-05-08T22:11:38Z","-91","M","Iowa","43","BARTUSH,LESHEIA "
"","","","","","","","","","","5111","Strawberry Point","1998-07-08T22:11:38Z","-92","F","Iowa","43","RIZZO,MELEEA M"
"","","","","","","","","","","5112","Volga","1997-06-08T22:11:38Z","-92","M","Iowa","43","GILGER,MUKISHA "
"","","","","","","","","","","5113","Luana","1995-01-08T22:11:38Z","-91","F","Iowa","43","KPA,JEARLDEAN M"
"","","","","","","","","","","5114","Mc Gregor","1996-09-08T22:11:38Z","-91","M","Iowa","43","MARQUEZ II,UMTRU "
"","","","","","","","","","","5117","Delmar","1996-02-08T22:11:38Z","-91","F","Iowa","42","BASADVA,LORII "
"","","","","","","","","","","5119","Andover","1996-03-08T22:11:38Z","-90","F","Iowa","42","BUECHEL,PEGGY JO J"
"","","","","","","","","","","5120","Bryant","1993-10-08T22:11:38Z","-90","M","Iowa","42","ST SAUVEUR,RAUL R"
"","","","","","","","","","","5121","Calamus","1994-12-08T22:11:38Z","-91","F","Iowa","42","HONG,FANNY OFELIA R"
"","","","","","","","","","","5122","Camanche","1998-11-08T22:11:38Z","-90","M","Iowa","42","BAITY,ALYSHIA "
"","","","","","","","","","","5123","Charlotte","1993-10-08T22:11:38Z","-90","F","Iowa","42","COSTANZO,MEREDITH "
"","","","","","","","","","","5124","Clinton","1995-02-08T22:11:38Z","-90","M","Iowa","42","LIZAK,GERED "
"","","","","","","","","","","5126","Clinton","1992-12-08T22:11:38Z","-90","M","Iowa","42","ARDOSA,YLASHA "
"","","","","","","","","","","5127","Clinton","1996-04-08T22:11:38Z","-90","F","Iowa","42","ALFERNESS,ELISHANAY L"
"","","","","","","","","","","5129","Goose Lake","1999-05-08T22:11:38Z","-90","F","Iowa","42","SIEDENBURG,JACKEE "
"","","","","","","","","","","5130","Grand Mound","1995-04-08T22:11:38Z","-91","M","Iowa","42","WILHELMINA,LEANIE "
"","","","","","","","","","","5132","Teeds Grove","1996-05-08T22:11:38Z","-90","M","Iowa","42","HRAG,POUNIU S"
"","","","","","","","","","","5133","Welton","1996-05-08T22:11:38Z","-91","F","Iowa","42","CAIANELLO,NKANJZOO A"
"","","","","","","","","","","5134","Wheatland","1995-01-08T22:11:38Z","-91","M","Iowa","42","CHARLOS,BRITTINEE M"
"","","","","","","","","","","5135","Aspinwall","1996-11-08T22:11:38Z","-95","F","Iowa","42","PELINE,TAWN "
"","","","","","","","","","","5136","Charter Oak","1995-02-08T22:11:38Z","-96","M","Iowa","42","ABEENE,TYSHEANNA A"
"","","","","","","","","","","5137","Deloit","1993-04-08T22:11:38Z","-95","F","Iowa","42","SUMMERHILL,LUVICEL "
"","","","","","","","","","","5140","Manilla","1994-12-08T22:11:38Z","-95","M","Iowa","42","PACARRO,ORLANDA "
"","","","","","","","","","","5141","Ricketts","1998-06-08T22:11:38Z","-96","F","Iowa","42","COLON,ARSHPREET M"
"","","","","","","","","","","5143","Vail","1993-04-08T22:11:38Z","-95","F","Iowa","42","PHOMVONGSA,LAISEYLIN C"
"","","","","","","","","","","5144","Westside","1997-11-08T22:11:38Z","-95","M","Iowa","42","ARMENDARIS,SOLEMA S"
"","","","","","","","","","","5145","Arion","1996-04-08T22:11:38Z","-95","F","Iowa","42","SHINGLER,SUNDE P"
"","","","","","","","","","","5146","Dow City","1998-02-08T22:11:38Z","-95","M","Iowa","42","BONNOT,KEREN "
"","","","","","","","","","","5147","Adel","1995-06-08T22:11:38Z","-94","F","Iowa","42","ABOUD,SABAS "
"","","","","","","","","","","5148","Booneville","1999-02-08T22:11:38Z","-94","M","Iowa","42","BOLZ,JENNOVIE L"
"","","","","","","","","","","5150","Dallas Center","1997-11-08T22:11:38Z","-94","M","Iowa","42","BANZUELA,MANESHAIA "
"","","","","","","","","","","5155","Linden","1995-03-08T22:11:38Z","-94","F","Iowa","42","HUNTER-SEDA,CAMILLA L"
"","","","","","","","","","","5156","Minburn","1993-05-08T22:11:38Z","-94","M","Iowa","42","RODRIGUEZ GERARDO,PETRONA D"
"","","","","","","","","","","5157","Perry","1997-03-08T22:11:38Z","-94","F","Iowa","42","GORIN,LIESA K"
"","","","","","","","","","","5161","Woodward","1998-04-08T22:11:38Z","-94","F","Iowa","42","PICKLER,TESSIE J"
"","","","","","","","","","","5162","Bloomfield","1993-04-08T22:11:38Z","-92","M","Iowa","41","MULLENAUX,MUKISHA G"
"","","","","","","","","","","5163","Drakesville","1998-02-08T22:11:38Z","-93","F","Iowa","41","AMPHONY B PANK,FROSSO W"
"","","","","","","","","","","5164","Floris","1995-01-08T22:11:38Z","-92","M","Iowa","41","KASHMAN,MARIA DELMA B"
"","","","","","","","","","","5165","Pulaski","1994-07-08T22:11:38Z","-92","F","Iowa","41","BURFIELD,FRANCESSCA D"
"","","","","","","","","","","5166","Davis City","1997-08-08T22:11:38Z","-94","M","Iowa","41","TENJAN,KORRINA A"
"","","","","","","","","","","5169","Grand River","1996-12-08T22:11:38Z","-94","F","Iowa","41","FLUKER,MAGENN W"
"","","","","","","","","","","5170","Lamoni","1993-08-08T22:11:38Z","-94","M","Iowa","41","SKARDA,TAMYA "
"","","","","","","","","","","5171","Leon","1994-05-08T22:11:38Z","-94","F","Iowa","41","ADOLPH,GURDEEP H"
"","","","","","","","","","","5172","Van Wert","1995-12-08T22:11:38Z","-94","M","Iowa","41","MC DONNELL,SYAPHERRA "
"","","","","","","","","","","5173","Weldon","1999-06-08T22:11:38Z","-94","F","Iowa","41","SCRIP,SELENA M M"
"","","","","","","","","","","5174","Masonville","1999-01-08T22:11:38Z","-92","M","Iowa","42","RANGIN,DATNA "
"","","","","","","","","","","5178","Earlville","1998-04-08T22:11:38Z","-91","M","Iowa","43","PROVOST JR,VIRINDER "
"","","","","","","","","","","5180","Manchester","1998-02-08T22:11:38Z","-91","M","Iowa","42","LARI,KELCI LEIGH L"
"","","","","","","","","","","5181","Delhi","1999-11-08T22:11:38Z","-91","F","Iowa","42","KNEPPER,STEPHY "
"","","","","","","","","","","5182","Hopkinton","1996-05-08T22:11:38Z","-91","M","Iowa","42","HOLMSTROM,NATI V"
"","","","","","","","","","","5183","Ryan","1993-02-08T22:11:38Z","-91","F","Iowa","42","WAGNESS,TANISHA "
"","","","","","","","","","","5184","Burlington","1994-12-08T22:11:38Z","-91","M","Iowa","41","KITSU,TYRONE "
"","","","","","","","","","","5185","Danville","1999-02-08T22:11:38Z","-91","F","Iowa","41","CABANAYAN,JA'NYAH N"
"","","","","","","","","","","5187","Middletown","1993-08-08T22:11:38Z","-91","F","Iowa","41","DELLECESE,DESIREE' C"
"","","","","","","","","","","5188","Sperry","1999-05-08T22:11:38Z","-91","M","Iowa","41","CARIDAD,TUALELE "
"","","","","","","","","","","5190","Yarmouth","1999-05-08T22:11:38Z","-91","M","Iowa","41","GAMONEZ,ALOHA "
"","","","","","","","","","","5192","Lake Park","1998-07-08T22:11:38Z","-95","M","Iowa","43","LANZARONE,LERRY E"
"","","","","","","","","","","5193","Milford","1997-08-08T22:11:38Z","-95","F","Iowa","43","TOCAO,HEERAN E"
"","","","","","","","","","","5194","Okoboji","1994-11-08T22:11:38Z","-95","M","Iowa","43","CAMANCHO JR,WEN YING K"
"","","","","","","","","","","5195","Spirit Lake","1994-12-08T22:11:38Z","-95","F","Iowa","43","DU,ISILDA "
"","","","","","","","","","","5197","Terril","1993-10-08T22:11:38Z","-95","F","Iowa","43","WATTENBARGER,ROSAURA "
"","","","","","","","","","","5198","Dubuque","1994-04-08T22:11:38Z","-91","M","Iowa","43","MC GANN,SHIELAROSE L"
"","","","","","","","","","","5202","Bernard","1994-10-08T22:11:38Z","-91","M","Iowa","42","BIEGLER,XITALIE "
"","","","","","","","","","","5204","Durango","1996-10-08T22:11:38Z","-91","M","Iowa","43","CAVLEY,KEASHA A"
"","","","","","","","","","","5207","Farley","1995-03-08T22:11:38Z","-91","F","Iowa","42","MCDONALD-GLASPER,SUZYN E"
"","","","","","","","","","","5209","Luxemburg","1999-06-08T22:11:38Z","-91","F","Iowa","43","CALBERT,WILMA M"
"","","","","","","","","","","5210","New Vienna","1993-01-08T22:11:38Z","-91","M","Iowa","43","BOBUS,ENSUIDA N"
"","","","","","","","","","","5211","Peosta","1999-01-08T22:11:38Z","-91","F","Iowa","42","CHURCHMAN,LUCERO "
"","","","","","","","","","","5213","Worthington","1993-11-08T22:11:38Z","-91","F","Iowa","42","SCHMIDT-TUCKER,PRISCILLA  "
"","","","","","","","","","","5214","Zwingle","1999-11-08T22:11:38Z","-91","M","Iowa","42","TREXLER,TIM PER A"
"","","","","","","","","","","5215","Dubuque","1999-05-08T22:11:38Z","-91","F","Iowa","43","FRANCESCLUI,GEORGINE "
"","","","","","","","","","","5216","Armstrong","1999-10-08T22:11:38Z","-94","M","Iowa","43","KAFATY,NARIS "
"","","","","","","","","","","5219","Estherville","1998-03-08T22:11:38Z","-95","F","Iowa","43","MULHEM,CAFA A"
"","","","","","","","","","","5221","Arlington","1994-07-08T22:11:38Z","-92","F","Iowa","43","JUEN,DEW "
"","","","","","","","","","","5222","Maynard","1999-06-08T22:11:38Z","-92","M","Iowa","43","LEPTICH,AMORETTE "
"","","","","","","","","","","5223","Oelwein","1993-10-08T22:11:38Z","-92","F","Iowa","43","ARAMBURO,KAI'DEN M"
"","","","","","","","","","","5225","Westgate","1994-12-08T22:11:38Z","-92","F","Iowa","43","FREEMAN ,SEANA "
"","","","","","","","","","","5226","Clermont","1993-09-08T22:11:38Z","-92","M","Iowa","43","MAYNARICH,TACDIR K"
"","","","","","","","","","","5227","Elgin","1999-09-08T22:11:38Z","-92","F","Iowa","43","LACEFIELD,BINKY J"
"","","","","","","","","","","5230","Randalia","1996-05-08T22:11:38Z","-92","M","Iowa","43","ALAGANA,JOSIE F"
"","","","","","","","","","","5232","Wadena","1995-08-08T22:11:38Z","-92","M","Iowa","43","PALLAVI,ANAHIT D"
"","","","","","","","","","","6241","Waucoma","1999-08-08T22:11:38Z","-92","F","Iowa","43","CHAVEZ-CORRAL,MEI-YAN L"
"","","","","","","","","","","6242","West Union","1997-01-08T22:11:38Z","-92","M","Iowa","43","ZAMARRON,SHERRELL M"
"","","","","","","","","","","6243","Floyd","1994-12-08T22:11:38Z","-93","F","Iowa","43","ROSANO,PUNAM J"
"","","","","","","","","","","6244","Nora Springs","1998-09-08T22:11:38Z","-93","M","Iowa","43","RITTERBUSH,ZENIKIA W"
"","","","","","","","","","","6245","Rockford","1999-08-08T22:11:38Z","-93","F","Iowa","43","MAZANEK,PING MAN J"
"","","","","","","","","","","6247","Charles City","1998-09-08T22:11:38Z","-93","F","Iowa","43","FAUSZ,VI TU L"
