"responseHeader__zkConnected","responseHeader__status","responseHeader__QTime","responseHeader__params__q","responseHeader__params__indent","responseHeader__params__fl","responseHeader__params__rows","responseHeader__params__wt","response__numFound","response__start","response__docs__id","response__docs__city","response__docs__DOB","response__docs__longitude","response__docs__sex","response__docs__state","response__docs__latitude","response__docs__name"
"","","","","","","","","","","2195","Englewood","1993-02-08T22:11:38Z","-105","F","Colorado","40","VAIASICCA,ETTY "
"","","","","","","","","","","2196","Littleton","1996-07-08T22:11:38Z","-105","M","Colorado","40","RUMPELL,SABAS J"
"","","","","","","","","","","2198","Littleton","1993-03-08T22:11:38Z","-105","M","Colorado","40","GAYDEN,D J K"
"","","","","","","","","","","2199","Littleton","1995-01-08T22:11:38Z","-105","F","Colorado","40","REX,BIANEY "
"","","","","","","","","","","2200","Arboles","1998-11-08T22:11:38Z","-107","M","Colorado","37","CURRY-CARDOZO,KRISTIANSEN J"
"","","","","","","","","","","2201","Chromo","1993-07-08T22:11:38Z","-107","F","Colorado","37","ZENDER,SABRINE "
"","","","","","","","","","","2204","Campo","1999-04-08T22:11:38Z","-103","M","Colorado","37","PASCUA,LAN L"
"","","","","","","","","","","2205","Pritchett","1995-10-08T22:11:38Z","-103","F","Colorado","37","HAUSELMANN,TIFFINI W"
"","","","","","","","","","","2206","Springfield","1993-09-08T22:11:38Z","-103","M","Colorado","37","GERMOLUS,LORINIA "
"","","","","","","","","","","2207","Two Buttes","1996-05-08T22:11:38Z","-102","F","Colorado","38","MEJIA JR,PAYVAND J"
"","","","","","","","","","","2210","Fort Lyon","1993-05-08T22:11:38Z","-103","M","Colorado","38","JAKLAVICK,FAATUAIITA "
"","","","","","","","","","","2211","Hasty","1993-10-08T22:11:38Z","-103","F","Colorado","38","CAMEY,BASSEL "
"","","","","","","","","","","2213","Mc Clave","1994-05-08T22:11:38Z","-103","F","Colorado","38","ANDRIJICH,DIONDRE' G"
"","","","","","","","","","","2215","Eldorado Springs","1993-09-08T22:11:38Z","-105","F","Colorado","40","UFFENS,MARIA H M"
"","","","","","","","","","","2216","Lafayette","1996-03-08T22:11:38Z","-105","M","Colorado","40","BUSATH, AIMEE,RO RA "
"","","","","","","","","","","2219","Boulder","1993-08-08T22:11:38Z","-105","F","Colorado","40","BRADLEY-FIERRO,JULIAN SANTIAGO D"
"","","","","","","","","","","2220","Boulder","1996-12-08T22:11:38Z","-105","M","Colorado","40","CANDIDO,JAQUARI "
"","","","","","","","","","","2221","Boulder","1997-03-08T22:11:38Z","-105","F","Colorado","40","NAGRA,YESENIA M"
"","","","","","","","","","","2222","Boulder","1993-04-08T22:11:38Z","-105","M","Colorado","40","TREMBLAY,MERHAWI "
"","","","","","","","","","","2223","Boulder","1994-12-08T22:11:38Z","-105","F","Colorado","40","OAKS,COHLTON "
"","","","","","","","","","","2224","Boulder","1997-09-08T22:11:38Z","-105","M","Colorado","40","SHAMI,HAROLD M"
"","","","","","","","","","","2225","Boulder","1998-05-08T22:11:38Z","-105","F","Colorado","40","CAMPION,AJMER P"
"","","","","","","","","","","2226","Boulder","1994-04-08T22:11:38Z","-105","M","Colorado","40","BRIGHT-TURNER,FARM A"
"","","","","","","","","","","2227","Boulder","1993-06-08T22:11:38Z","-105","F","Colorado","40","FOLLETTIE,MYCHELLE L"
"","","","","","","","","","","2228","Boulder","1996-07-08T22:11:38Z","-105","M","Colorado","40","DEAKINS,KARYN J"
"","","","","","","","","","","2229","Boulder","1997-08-08T22:11:38Z","-105","F","Colorado","40","TROUTFELT,TREVETT "
"","","","","","","","","","","2231","Nederland","1993-08-08T22:11:38Z","-105","F","Colorado","40","WALLESTAD,JIAWEI-SIMON F"
"","","","","","","","","","","2232","Pinecliffe","1995-08-08T22:11:38Z","-105","M","Colorado","40","MC CORKINDALE,RANESSA J"
"","","","","","","","","","","2233","Ward","1993-05-08T22:11:38Z","-106","F","Colorado","40","MAGLOTHIN,SUDAN E"
"","","","","","","","","","","2234","Longmont","1998-11-08T22:11:38Z","-105","M","Colorado","40","MENDOZA VIEYRA,JOSEPH M"
"","","","","","","","","","","2235","Longmont","1993-12-08T22:11:38Z","-105","F","Colorado","40","MAGNIA,IDREES C"
"","","","","","","","","","","2238","Hygiene","1993-09-08T22:11:38Z","-105","M","Colorado","40","GWIN,SENIJA M"
"","","","","","","","","","","2240","Niwot","1995-08-08T22:11:38Z","-105","M","Colorado","40","ISBORN,TEALEONI M"
"","","","","","","","","","","2241","Broomfield","1994-09-08T22:11:38Z","-105","F","Colorado","40","AMORUSO,ROOPJIT "
"","","","","","","","","","","2242","Salida","1994-06-08T22:11:38Z","-106","M","Colorado","39","GALINDA,LEONIDAS JR W"
"","","","","","","","","","","2243","Buena Vista","1997-07-08T22:11:38Z","-106","F","Colorado","39","DOOLITTLE,BERNICE "
"","","","","","","","","","","2244","Monarch","1999-08-08T22:11:38Z","-106","M","Colorado","39","CEYLAN,DANNELL R"
"","","","","","","","","","","2247","Poncha Springs","1997-01-08T22:11:38Z","-106","F","Colorado","39","DURGIN JR,MEEAH M"
"","","","","","","","","","","2248","Arapahoe","1999-10-08T22:11:38Z","-102","M","Colorado","39","HILE,JERISHA C"
"","","","","","","","","","","2249","Cheyenne Wells","1995-07-08T22:11:38Z","-102","F","Colorado","39","CAULK,ELLENNA T"
"","","","","","","","","","","2251","Wild Horse","1993-08-08T22:11:38Z","-103","F","Colorado","39","PAEZ-KOON,REYNOLITO P"
"","","","","","","","","","","2252","Dumont","1994-03-08T22:11:38Z","-106","M","Colorado","40","SUNTAY,SHIRLIE C"
"","","","","","","","","","","2254","Georgetown","1997-01-08T22:11:38Z","-106","M","Colorado","40","WINN,ANYSION K"
"","","","","","","","","","","2255","Idaho Springs","1996-08-08T22:11:38Z","-106","F","Colorado","40","YODKAEW,CYD M"
"","","","","","","","","","","2256","Silver Plume","1999-01-08T22:11:38Z","-106","M","Colorado","40","BEEKMAN,MOJGAN P"
"","","","","","","","","","","2258","Capulin","1995-08-08T22:11:38Z","-106","M","Colorado","37","SKOV,SO LYNETTE"
"","","","","","","","","","","2259","Conejos","1995-11-08T22:11:38Z","-106","F","Colorado","37","MONTERO-CRUZ,BRYCE J"
"","","","","","","","","","","2260","La Jara","1993-06-08T22:11:38Z","-106","M","Colorado","37","MANAA,LOUISA P"
"","","","","","","","","","","2261","Manassa","1995-01-08T22:11:38Z","-106","F","Colorado","37","BURCROFF,SAMERA RAQUEL"
"","","","","","","","","","","2262","Romeo","1997-01-08T22:11:38Z","-106","M","Colorado","37","ROSALEZ JR.,MOHAMMEDSA W"
"","","","","","","","","","","2263","Sanford","1998-12-08T22:11:38Z","-106","F","Colorado","37","DARBANDI,TAHMYA E"
"","","","","","","","","","","1609","Blanca","1997-10-08T22:11:38Z","-106","F","Colorado","37","ADAMOVIC,KASHMERE A"
"","","","","","","","","","","1611","Fort Garland","1997-08-08T22:11:38Z","-105","F","Colorado","37","MATUTE,LING LING J"
"","","","","","","","","","","1612","Jaroso","1998-07-08T22:11:38Z","-106","M","Colorado","37","FUKUNAGA,MIGUEL D"
"","","","","","","","","","","1613","San Luis","1995-12-08T22:11:38Z","-105","F","Colorado","37","FIGUERRES,TOMMEE G"
"","","","","","","","","","","1614","Crowley","1996-02-08T22:11:38Z","-104","M","Colorado","38","AGENO,SA'RAI E"
"","","","","","","","","","","1615","Crowley","1998-09-08T22:11:38Z","-104","F","Colorado","38","REDDER,ANN C Y"
"","","","","","","","","","","1618","Sugar City","1993-08-08T22:11:38Z","-104","M","Colorado","38","GATAVECKAS,SAVILLA L"
"","","","","","","","","","","1619","Westcliffe","1994-06-08T22:11:38Z","-105","F","Colorado","38","KEOUGHAN,JOHN-XIN-HUA H"
"","","","","","","","","","","1621","Austin","1996-09-08T22:11:38Z","-108","F","Colorado","39","DRIPS,ROSYLYNN E"
"","","","","","","","","","","1622","Cedaredge","1999-07-08T22:11:38Z","-108","M","Colorado","39","PACQUING,SABRIANA C"
"","","","","","","","","","","1623","Cory","1994-03-08T22:11:38Z","-108","F","Colorado","39","HILDERBRAND,WENZHUO L"
"","","","","","","","","","","1624","Crawford","1999-07-08T22:11:38Z","-108","M","Colorado","39","AQUINO III,THUYDUONG S"
"","","","","","","","","","","1626","Eckert","1996-10-08T22:11:38Z","-108","M","Colorado","39","MICHEELS,RUSIATES R"
"","","","","","","","","","","1627","Hotchkiss","1992-12-08T22:11:38Z","-108","F","Colorado","39","TOLLINCHI,SONICAH R"
"","","","","","","","","","","1630","Denver","1999-02-08T22:11:38Z","-105","M","Colorado","40","VERGAL,ALIYAH "
"","","","","","","","","","","1631","Denver","1994-05-08T22:11:38Z","-105","F","Colorado","40","MUSSE,ALYAH L"
"","","","","","","","","","","1632","Denver","1998-08-08T22:11:38Z","-105","M","Colorado","40","JEMBERIE,KELLY D"
"","","","","","","","","","","1633","Denver","1998-05-08T22:11:38Z","-105","F","Colorado","40","MONJE,MARGARITE L"
"","","","","","","","","","","1634","Denver","1995-02-08T22:11:38Z","-105","M","Colorado","40","ELLINGSON,HA'AHEO P"
"","","","","","","","","","","1635","Denver","1999-07-08T22:11:38Z","-105","F","Colorado","40","WESTIN,ALVETA J"
"","","","","","","","","","","1636","Denver","1994-04-08T22:11:38Z","-105","M","Colorado","40","DEVORE,QUELLENE "
"","","","","","","","","","","1640","Denver","1998-01-08T22:11:38Z","-105","M","Colorado","40","WARTA,DASHAWN "
"","","","","","","","","","","1642","Denver","1994-10-08T22:11:38Z","-105","M","Colorado","40","MAHON, MARIA M,KOBI R"
"","","","","","","","","","","1643","Denver","1994-09-08T22:11:38Z","-105","F","Colorado","40","SYPRIANO,SANDY MAN D"
"","","","","","","","","","","1645","Denver","1993-06-08T22:11:38Z","-105","F","Colorado","40","SABLAY,ELMER PETER "
"","","","","","","","","","","1646","Denver","1995-03-08T22:11:38Z","-105","M","Colorado","40","CORRAL JR,ELEAZAR M"
"","","","","","","","","","","1647","Denver","1996-08-08T22:11:38Z","-105","F","Colorado","40","ROHAN,MAVUON "
"","","","","","","","","","","1648","Denver","1994-11-08T22:11:38Z","-105","M","Colorado","40","KUTLESA,BROOKELYN A"
"","","","","","","","","","","1651","Denver","1997-10-08T22:11:38Z","-105","F","Colorado","40","ROYDEN JR,SOMEGA E"
"","","","","","","","","","","1652","Denver","1993-12-08T22:11:38Z","-105","M","Colorado","40","KUENEMAN,SLOAN "
"","","","","","","","","","","1653","Denver","1994-12-08T22:11:38Z","-105","F","Colorado","40","KILLIP,MITZY H"
"","","","","","","","","","","1654","Denver","1998-08-08T22:11:38Z","-105","M","Colorado","40","HERNANDEZ,JOSE,IRV M"
"","","","","","","","","","","1655","Denver","1996-12-08T22:11:38Z","-105","F","Colorado","40","DONOHOE,EMARSON "
"","","","","","","","","","","1656","Denver","1999-11-08T22:11:38Z","-105","M","Colorado","40","GAILORD,SALINA "
"","","","","","","","","","","1658","Denver","1998-04-08T22:11:38Z","-105","M","Colorado","40","MARQUEZ-SANCHEZ,HIEN-MY R"
"","","","","","","","","","","1659","Denver","1996-09-08T22:11:38Z","-105","F","Colorado","40","MIYAMOTO,LEMI A"
"","","","","","","","","","","1660","Denver","1998-03-08T22:11:38Z","-105","M","Colorado","40","VARON,VILAI L"
"","","","","","","","","","","1662","Denver","1995-01-08T22:11:38Z","-105","M","Colorado","40","PADILLA SANTOS,MYAT L"
"","","","","","","","","","","1665","Denver","1994-08-08T22:11:38Z","-105","F","Colorado","40","MULETTA,FORTINO III A"
"","","","","","","","","","","1666","Denver","1997-11-08T22:11:38Z","-105","M","Colorado","40","GLESSNER,VINCENT M"
"","","","","","","","","","","1667","Denver","1993-07-08T22:11:38Z","-105","F","Colorado","40","AGUSTIN-BAHIA,DEAH M"
"","","","","","","","","","","1669","Denver","1994-11-08T22:11:38Z","-105","F","Colorado","40","MC CREIGHT,ASIPELI M"
"","","","","","","","","","","1670","Denver","1999-11-08T22:11:38Z","-105","M","Colorado","40","O KUSKY,LACHELL M"
"","","","","","","","","","","1671","Denver","1993-02-08T22:11:38Z","-105","F","Colorado","40","MOLTENI,DAYSTAR J"
"","","","","","","","","","","1672","Denver","1997-11-08T22:11:38Z","-105","M","Colorado","40","MAFUA,SOKNENA "
"","","","","","","","","","","1676","Denver","1995-05-08T22:11:38Z","-105","M","Colorado","40","LEAVEN,BRYNNE E"
"","","","","","","","","","","1677","Denver","1999-05-08T22:11:38Z","-105","F","Colorado","40","SHCHEE,SANJUANA J"
"","","","","","","","","","","1679","Denver","1995-05-08T22:11:38Z","-105","F","Colorado","40","DE BACA,QUTIKIA D"
"","","","","","","","","","","1680","Denver","1993-04-08T22:11:38Z","-105","M","Colorado","40","FRANCIOSA,YEVA B"
"","","","","","","","","","","1681","Denver","1998-08-08T22:11:38Z","-105","F","Colorado","40","MOLITVENIK,FESEETAI P"
"","","","","","","","","","","1682","Denver","1995-11-08T22:11:38Z","-105","M","Colorado","40","SHEALS,BELENDA A"
"","","","","","","","","","","1683","Denver","1993-01-08T22:11:38Z","-105","F","Colorado","40","BEAN,RO AKISI L"
"","","","","","","","","","","1684","Denver","1998-05-08T22:11:38Z","-105","M","Colorado","40","THWING,KARANDA J"
"","","","","","","","","","","1688","Castle Rock","1993-03-08T22:11:38Z","-105","M","Colorado","39","TJIPTA,TARON "
"","","","","","","","","","","1689","Castle Rock","1999-04-08T22:11:38Z","-105","F","Colorado","39","SANTOCHI,LEURM E"
"","","","","","","","","","","1690","Castle Rock","1999-11-08T22:11:38Z","-105","M","Colorado","39","SHIGEMATSU,LI JUAN L"
"","","","","","","","","","","1692","Larkspur","1999-04-08T22:11:38Z","-105","M","Colorado","39","SETTER-STIXRUD,CARLETON "
"","","","","","","","","","","1693","Lone Tree","1995-05-08T22:11:38Z","-105","F","Colorado","40","DWELLE,ELENITA T"
"","","","","","","","","","","1694","Littleton","1995-10-08T22:11:38Z","-105","M","Colorado","39","DEMIGUEL,D'KNEDERICK "
"","","","","","","","","","","1695","Littleton","1996-03-08T22:11:38Z","-105","F","Colorado","40","LARRANAYA,M COMER A"
"","","","","","","","","","","1696","Littleton","1997-11-08T22:11:38Z","-105","M","Colorado","40","BLACKSHARE,TEPHANIE J"
"","","","","","","","","","","1697","Littleton","1999-09-08T22:11:38Z","-105","F","Colorado","40","MOLIA,ZORAGA A"
"","","","","","","","","","","1701","Parker","1995-03-08T22:11:38Z","-105","F","Colorado","40","BARTOLOZZI,YSABELA SERENITY Z"
"","","","","","","","","","","1702","Littleton","1996-10-08T22:11:38Z","-105","M","Colorado","39","CAMPOS-SAMORANOS,BIJAN D"
"","","","","","","","","","","1703","Bond","1999-10-08T22:11:38Z","-107","F","Colorado","40","SADAT - AKHAVI,COURTNEI M"
"","","","","","","","","","","1704","Burns","1997-02-08T22:11:38Z","-107","M","Colorado","40","JILICH,JACQUELINE R"
"","","","","","","","","","","1705","Mc Coy","1994-02-08T22:11:38Z","-107","F","Colorado","40","GYORI,CHANTALLE M"
"","","","","","","","","","","1709","Edwards","1996-04-08T22:11:38Z","-107","F","Colorado","40","CRESIN,MALEAK R"
"","","","","","","","","","","1710","Gypsum","1999-05-08T22:11:38Z","-107","M","Colorado","40","HURTADO-AVINA,ARRION VAUGHAN"
"","","","","","","","","","","1711","Minturn","1993-03-08T22:11:38Z","-106","F","Colorado","40","FAHSION,DALEN N"
"","","","","","","","","","","1712","Red Cliff","1997-05-08T22:11:38Z","-106","M","Colorado","40","KOPPEL,LATA E"
"","","","","","","","","","","1714","Vail","1996-10-08T22:11:38Z","-106","M","Colorado","40","BERRERA,ZAIREYA C"
"","","","","","","","","","","1715","Vail","1996-09-08T22:11:38Z","-106","F","Colorado","40","MCILROY-DEGETTE,RAGINI L"
"","","","","","","","","","","1716","Agate","1993-05-08T22:11:38Z","-104","M","Colorado","39","ALLGARER,MAY B"
"","","","","","","","","","","1717","Elbert","1999-09-08T22:11:38Z","-105","F","Colorado","39","BAMBAUER,YU XIA "
"","","","","","","","","","","1718","Elizabeth","1994-05-08T22:11:38Z","-105","M","Colorado","39","BRANDAN,CAMERIN R"
"","","","","","","","","","","1719","Kiowa","1998-05-08T22:11:38Z","-104","F","Colorado","39","WROBLEWSKI,DE ANZA L"
"","","","","","","","","","","1720","Matheson","1994-01-08T22:11:38Z","-104","M","Colorado","39","FRENES,AUBRIEL E"
"","","","","","","","","","","1722","Monument","1996-11-08T22:11:38Z","-105","M","Colorado","39","FEHLHABER,THAMAR R"
"","","","","","","","","","","1723","Palmer Lake","1993-12-08T22:11:38Z","-105","F","Colorado","39","BELSKIN,LANCELOT "
"","","","","","","","","","","1725","Cascade","1995-09-08T22:11:38Z","-105","F","Colorado","39","DORAIRAJ,DAMERIS "
"","","","","","","","","","","1726","Fountain","1996-05-08T22:11:38Z","-105","M","Colorado","39","AXENTY,AMBYR R"
"","","","","","","","","","","1727","Green Mountain Falls","1995-11-08T22:11:38Z","-105","F","Colorado","39","YACH,CARIES M"
"","","","","","","","","","","1728","Manitou Springs","1993-10-08T22:11:38Z","-105","M","Colorado","39","QUIRIS,MITESH M"
"","","","","","","","","","","1729","Peyton","1995-02-08T22:11:38Z","-105","F","Colorado","39","BURKE-HAYES,SHARLEEN "
"","","","","","","","","","","1730","Ramah","1996-05-08T22:11:38Z","-104","M","Colorado","39","HAVERKAMPF,DI EVIANO M"
"","","","","","","","","","","1731","Rush","1997-11-08T22:11:38Z","-104","F","Colorado","39","DIAS SILVA,KATSUE S"
"","","","","","","","","","","1732","Usaf Academy","1994-08-08T22:11:38Z","-104","M","Colorado","39","BISHRULFAIZ,NATNAEL J"
"","","","","","","","","","","1737","Colorado Springs","1997-04-08T22:11:38Z","-105","F","Colorado","39","HUCKABAY,TEIKO "
"","","","","","","","","","","1738","Colorado Springs","1996-08-08T22:11:38Z","-105","M","Colorado","39","ABELLE,ANTWOINETT L"
"","","","","","","","","","","1739","Colorado Springs","1999-10-08T22:11:38Z","-105","F","Colorado","39","BOCHMAN,RABYULLAH T"
"","","","","","","","","","","1740","Colorado Springs","1996-07-08T22:11:38Z","-105","M","Colorado","39","KNIZEVSKI,ALESANNDRA G"
"","","","","","","","","","","1741","Colorado Springs","1997-01-08T22:11:38Z","-105","F","Colorado","39","NAUMOVA,MYKAL M"
"","","","","","","","","","","1743","Colorado Springs","1997-09-08T22:11:38Z","-105","F","Colorado","39","AGUILAE,ULYSSA L"
"","","","","","","","","","","1744","Colorado Springs","1993-09-08T22:11:38Z","-105","M","Colorado","39","TOMONGIN,BEYONCE P"
"","","","","","","","","","","1746","Colorado Springs","1993-01-08T22:11:38Z","-105","M","Colorado","39","DIAZ-CACERES,DANYIL J"
"","","","","","","","","","","1747","Colorado Springs","1999-09-08T22:11:38Z","-105","F","Colorado","39","DOSSY,ERLINDA "
"","","","","","","","","","","1749","Colorado Springs","1997-03-08T22:11:38Z","-105","F","Colorado","39","EILAND,CLAIR A"
"","","","","","","","","","","1750","Colorado Springs","1994-09-08T22:11:38Z","-105","M","Colorado","39","HOLLISTER,SIRPRIT M"
"","","","","","","","","","","1751","Colorado Springs","1999-01-08T22:11:38Z","-105","F","Colorado","39","DIGIORE,HUALI J"
"","","","","","","","","","","1755","Colorado Springs","1999-10-08T22:11:38Z","-105","F","Colorado","39","CLARK,KALYNN A"
"","","","","","","","","","","1756","Colorado Springs","1998-01-08T22:11:38Z","-105","M","Colorado","39","MINIHAN,GUESPPE L"
"","","","","","","","","","","1757","Colorado Springs","1993-04-08T22:11:38Z","-105","F","Colorado","39","VELAZQUEZ-PANTALEON,DEVITA R"
"","","","","","","","","","","1758","Colorado Springs","1995-10-08T22:11:38Z","-105","M","Colorado","39","VOURAKIS,CLAUDY L"
"","","","","","","","","","","1760","Colorado Springs","1996-04-08T22:11:38Z","-105","M","Colorado","39","TAMATA,NUNZIO R"
"","","","","","","","","","","1761","Colorado Springs","1997-09-08T22:11:38Z","-105","F","Colorado","39","BROWNSON,TRISHAUN A"
"","","","","","","","","","","1762","Colorado Springs","1994-06-08T22:11:38Z","-104","M","Colorado","39","IRANBAKHSH,ADAM CHRIS "
"","","","","","","","","","","1763","Colorado Springs","1996-02-08T22:11:38Z","-105","F","Colorado","39","OLIVARES JR,RAIDEN MICHAEL"
"","","","","","","","","","","1764","Colorado Springs","1997-10-08T22:11:38Z","-105","M","Colorado","39","BRYARS,DANDREA M"
"","","","","","","","","","","1767","Colorado Springs","1997-04-08T22:11:38Z","-105","F","Colorado","39","KOHANSKY,WILESHA W"
"","","","","","","","","","","1768","Colorado Springs","1998-08-08T22:11:38Z","-105","M","Colorado","39","CHEDOTTE,JENAY F"
"","","","","","","","","","","1771","Colorado Springs","1997-01-08T22:11:38Z","-105","F","Colorado","39","ZARINAN,ETELSA "
"","","","","","","","","","","1773","Colorado Springs","1996-02-08T22:11:38Z","-105","F","Colorado","39","MAHDAL,GEORGIA M"
"","","","","","","","","","","1774","Colorado Springs","1996-02-08T22:11:38Z","-105","M","Colorado","39","MCMINDES,MICHOLEANN Y"
"","","","","","","","","","","1775","Colorado Springs","1994-10-08T22:11:38Z","-105","F","Colorado","39","BERGSTRESSER,LILLIANNA K"
"","","","","","","","","","","1776","Colorado Springs","1994-09-08T22:11:38Z","-105","M","Colorado","39","RAGUE, LISA A.,JENTRY "
"","","","","","","","","","","1777","Colorado Springs","1997-01-08T22:11:38Z","-105","F","Colorado","39","MEKKOUDI,NAGAIL H"
"","","","","","","","","","","1778","Colorado Springs","1993-10-08T22:11:38Z","-105","M","Colorado","39","LACEKO,MARQUESHA M"
"","","","","","","","","","","1780","Colorado Springs","1993-01-08T22:11:38Z","-105","M","Colorado","39","CHAGAS,SALOEUN M"
"","","","","","","","","","","1781","Colorado Springs","1998-02-08T22:11:38Z","-105","F","Colorado","39","WEIR,ISSABELLA R"
"","","","","","","","","","","1784","Colorado Springs","1994-08-08T22:11:38Z","-105","M","Colorado","39","UDOH,ANACELESTE M"
"","","","","","","","","","","1785","Colorado Springs","1997-04-08T22:11:38Z","-105","F","Colorado","39","FUDALA,HAN R"
"","","","","","","","","","","1786","Colorado Springs","1997-10-08T22:11:38Z","-105","M","Colorado","39","HOURIHAM,ALAYSIA  L"
"","","","","","","","","","","1787","Colorado Springs","1999-09-08T22:11:38Z","-105","F","Colorado","39","PUAOI,KEZIAH F"
"","","","","","","","","","","1788","Canon City","1994-10-08T22:11:38Z","-105","M","Colorado","38","SUCCO,CURRY M"
"","","","","","","","","","","1791","Coaldale","1996-03-08T22:11:38Z","-106","F","Colorado","38","WESTBROCK,HELEN MAR L"
"","","","","","","","","","","1792","Cotopaxi","1995-02-08T22:11:38Z","-106","M","Colorado","38","RYHAL, HEIDI L,JERE' G"
"","","","","","","","","","","1793","Florence","1998-02-08T22:11:38Z","-105","F","Colorado","38","GORATH,MACEY "
"","","","","","","","","","","1794","Hillside","1996-01-08T22:11:38Z","-106","M","Colorado","38","MUNNS-YORK,TATTIANA "
"","","","","","","","","","","1796","Penrose","1998-11-08T22:11:38Z","-105","M","Colorado","38","BOWDOIN,LEVOUGHN D"
"","","","","","","","","","","1797","Rockvale","1999-06-08T22:11:38Z","-105","F","Colorado","38","KIDROSKE,SHERISSA J"
"","","","","","","","","","","1798","Florence","1995-01-08T22:11:38Z","-105","M","Colorado","38","EMANUELE III,JENLY W"
"","","","","","","","","","","1799","Glenwood Springs","1999-06-08T22:11:38Z","-107","F","Colorado","40","MARIANA,KIELI "
"","","","","","","","","","","1800","Glenwood Springs","1997-05-08T22:11:38Z","-107","M","Colorado","40","JACOBIE,SHAANON E"
