"responseHeader__zkConnected","responseHeader__status","responseHeader__QTime","responseHeader__params__q","responseHeader__params__indent","responseHeader__params__fl","responseHeader__params__rows","responseHeader__params__wt","response__numFound","response__start","response__docs__id","response__docs__city","response__docs__DOB","response__docs__longitude","response__docs__sex","response__docs__state","response__docs__latitude","response__docs__name"
"","","","","","","","","","","997818","Stamford","1950-01-08T22:11:38Z","-74","M","Connecticut","41","ALVERINA,ALONDA A"
"","","","","","","","","","","997819","Stamford","1947-02-08T22:11:38Z","-74","F","Connecticut","41","TABANGCURA,VANEDA M"
"","","","","","","","","","","997821","Stamford","1950-06-08T22:11:38Z","-74","F","Connecticut","41","BALAI,CHARRLES C"
"","","","","","","","","","","997823","Stamford","1941-09-08T22:11:38Z","-74","F","Connecticut","41","RYNDERS,SANAA "
"","","","","","","","","","","997825","Stamford","1951-01-08T22:11:38Z","-74","F","Connecticut","41","MORA JR,ASHANTE "
"","","","","","","","","","","997826","Avon","1949-09-08T22:11:38Z","-73","M","Connecticut","42","PIERSOL,BESSIE C"
"","","","","","","","","","","997827","Bloomfield","1944-02-08T22:11:38Z","-73","F","Connecticut","42","IELMORINI,MARCITA T"
"","","","","","","","","","","997828","Windsor","1941-07-08T22:11:38Z","-73","M","Connecticut","42","LOFING,BREIONNA M"
"","","","","","","","","","","997829","Bristol","1949-07-08T22:11:38Z","-73","F","Connecticut","42","MC EUEN,LETITA C"
"","","","","","","","","","","997830","Bristol","1941-01-08T22:11:38Z","-73","M","Connecticut","42","AMANTEA,KOBE L"
"","","","","","","","","","","997831","Burlington","1945-08-08T22:11:38Z","-73","F","Connecticut","42","SERROS,GLANE G"
"","","","","","","","","","","997832","Broad Brook","1948-01-08T22:11:38Z","-73","M","Connecticut","42","POLICARPO,MATTIE "
"","","","","","","","","","","997834","Canton Center","1954-07-08T22:11:38Z","-73","M","Connecticut","42","LABRIE,KRIZELYN "
"","","","","","","","","","","997835","Collinsville","1956-05-08T22:11:38Z","-73","F","Connecticut","42","VUXTA,DEKOTA "
"","","","","","","","","","","997836","East Berlin","1952-11-08T22:11:38Z","-73","M","Connecticut","42","DEL MAS,BINNI L"
"","","","","","","","","","","997837","East Glastonbury","1955-09-08T22:11:38Z","-73","F","Connecticut","42","RUDOLPH-PRISOC,WUXIAN R"
"","","","","","","","","","","997838","East Granby","1944-02-08T22:11:38Z","-73","M","Connecticut","42","MAGINN,TYRUS E"
"","","","","","","","","","","997839","East Hartland","1948-09-08T22:11:38Z","-73","F","Connecticut","42","TESSEMA,ERVOL D"
"","","","","","","","","","","997840","East Windsor Hill","1938-02-08T22:11:38Z","-73","M","Connecticut","42","LADY JR,OI-SHUN A"
"","","","","","","","","","","997841","Farmington","1956-07-08T22:11:38Z","-73","F","Connecticut","42","MOREAN,FILISE R"
"","","","","","","","","","","997843","Glastonbury","1946-04-08T22:11:38Z","-73","F","Connecticut","42","ANDERSON-RYAN,YALDAH M"
"","","","","","","","","","","997844","Farmington","1953-10-08T22:11:38Z","-73","M","Connecticut","42","LOPICCOLO,WEI YUAN D"
"","","","","","","","","","","997845","Granby","1945-09-08T22:11:38Z","-73","F","Connecticut","42","LA FRANBOISE,SIU YUEN D"
"","","","","","","","","","","997846","Berlin","1954-10-08T22:11:38Z","-73","M","Connecticut","42","NEWBRE,NATACIA "
"","","","","","","","","","","997847","Manchester","1940-04-08T22:11:38Z","-73","F","Connecticut","42","ST JEAN,JAE L"
"","","","","","","","","","","997849","Manchester","1951-04-08T22:11:38Z","-73","F","Connecticut","42","COX, ERIC  .,KATHRYN AKA KATE "
"","","","","","","","","","","997851","New Britain","1954-05-08T22:11:38Z","-73","F","Connecticut","42","ZIESCHE,GENNADY "
"","","","","","","","","","","997852","New Britain","1948-01-08T22:11:38Z","-73","M","Connecticut","42","VILLA III,NOWARREN "
"","","","","","","","","","","997854","New Britain","1938-04-08T22:11:38Z","-73","M","Connecticut","42","ORCALES,ZUJIAN "
"","","","","","","","","","","997855","North Canton","1939-03-08T22:11:38Z","-73","F","Connecticut","42","LEGG,JONTE K"
"","","","","","","","","","","997858","Poquonock","1955-04-08T22:11:38Z","-73","M","Connecticut","42","UNAKA,SEMALA "
"","","","","","","","","","","997860","Simsbury","1955-01-08T22:11:38Z","-73","M","Connecticut","42","BODDEN,KALKIDAN K"
"","","","","","","","","","","997863","Suffield","1952-09-08T22:11:38Z","-73","F","Connecticut","42","JENNETTE,ASH "
"","","","","","","","","","","997864","Suffield","1946-01-08T22:11:38Z","-73","M","Connecticut","42","THEANG,STANLEY WILSON "
"","","","","","","","","","","997866","Enfield","1938-12-08T22:11:38Z","-73","M","Connecticut","42","BERRUETA,NIMMIE K"
"","","","","","","","","","","997868","Unionville","1943-12-08T22:11:38Z","-73","M","Connecticut","42","FITCHENA,TANITH C"
"","","","","","","","","","","997870","East Windsor","1954-08-08T22:11:38Z","-73","M","Connecticut","42","BORINI,AVAH A"
"","","","","","","","","","","997871","Weatogue","1942-12-08T22:11:38Z","-73","F","Connecticut","42","CURTAZ,KMYLIEGH D"
"","","","","","","","","","","997872","West Granby","1956-03-08T22:11:38Z","-73","M","Connecticut","42","DUCLO,AMBREL "
"","","","","","","","","","","997873","West Hartland","1953-09-08T22:11:38Z","-73","F","Connecticut","42","FERRENCE- CONE,TRYSTEN "
"","","","","","","","","","","997874","West Simsbury","1943-02-08T22:11:38Z","-73","M","Connecticut","42","AKAI,RICCO "
"","","","","","","","","","","997875","West Suffield","1953-06-08T22:11:38Z","-73","F","Connecticut","42","SCULCO,RESSIE "
"","","","","","","","","","","997877","Windsor Locks","1954-05-08T22:11:38Z","-73","F","Connecticut","42","SABIC,LISA CK R"
"","","","","","","","","","","997879","Hartford","1947-06-08T22:11:38Z","-73","F","Connecticut","42","GIGUERE-COX,MEILIEN "
"","","","","","","","","","","997881","Hartford","1950-02-08T22:11:38Z","-73","F","Connecticut","42","JENRICK,AVAYLA P"
"","","","","","","","","","","997883","Hartford","1941-08-08T22:11:38Z","-73","F","Connecticut","42","SEIER-PHIPPS,LANINA R"
"","","","","","","","","","","997884","West Hartford","1948-10-08T22:11:38Z","-73","M","Connecticut","42","REDDICKS,DYANI "
"","","","","","","","","","","997885","East Hartford","1956-10-08T22:11:38Z","-73","F","Connecticut","42","TIENG,MONILA F"
"","","","","","","","","","","997886","Wethersfield","1939-05-08T22:11:38Z","-73","M","Connecticut","42","HARRISSON,IYANNA E"
"","","","","","","","","","","997887","West Hartford","1949-12-08T22:11:38Z","-73","F","Connecticut","42","BEATTIE,JHANELL E"
"","","","","","","","","","","997888","Newington","1947-05-08T22:11:38Z","-73","M","Connecticut","42","HANAWALT,ENEYKA A"
"","","","","","","","","","","997890","Hartford","1948-11-08T22:11:38Z","-73","M","Connecticut","42","SAAVEDRA,EMINA P"
"","","","","","","","","","","997891","Hartford","1944-05-08T22:11:38Z","-73","F","Connecticut","42","ROMERO-BENITEZ,RADLEY "
"","","","","","","","","","","997892","West Hartford","1945-05-08T22:11:38Z","-73","M","Connecticut","42","KARABEDIAN,RUSSELL T"
"","","","","","","","","","","997894","West Hartford","1938-08-08T22:11:38Z","-73","M","Connecticut","42","BODKIN,RONNELL C"
"","","","","","","","","","","997896","Hartford","1955-01-08T22:11:38Z","-73","M","Connecticut","42","GANN,NORI M"
"","","","","","","","","","","997897","Hartford","1947-06-08T22:11:38Z","-73","F","Connecticut","42","CANTER,JANE PRISCILLA A"
"","","","","","","","","","","997898","West Hartford","1942-06-08T22:11:38Z","-73","M","Connecticut","42","DERADE,CATY "
"","","","","","","","","","","997899","East Hartford","1940-07-08T22:11:38Z","-73","F","Connecticut","42","TOCCHINI,LENOR "
"","","","","","","","","","","997900","Wethersfield","1951-03-08T22:11:38Z","-73","M","Connecticut","42","HINSCH,XIUWEN "
"","","","","","","","","","","997901","Newington","1952-12-08T22:11:38Z","-73","F","Connecticut","42","VILLIGOMEZ,GREYCY L"
"","","","","","","","","","","997902","Hartford","1938-05-08T22:11:38Z","-73","M","Connecticut","42","OCULAR,EARL JR "
"","","","","","","","","","","997903","West Hartford","1944-08-08T22:11:38Z","-73","F","Connecticut","42","THERMAN,JOKSAN K"
"","","","","","","","","","","997904","Hartford","1947-12-08T22:11:38Z","-73","M","Connecticut","42","CHEHREHSA,ANA LILIA "
"","","","","","","","","","","997905","West Hartford","1955-10-08T22:11:38Z","-73","F","Connecticut","42","JANITO,ELISHIA A"
"","","","","","","","","","","997907","Hartford","1954-04-08T22:11:38Z","-73","F","Connecticut","42","BIZJAK JR,SINATH J"
"","","","","","","","","","","997908","Hartford","1949-01-08T22:11:38Z","-73","M","Connecticut","42","LANDRUM,TEDIE A"
"","","","","","","","","","","997909","Hartford","1944-08-08T22:11:38Z","-73","F","Connecticut","42","KABANI,IZAMAR E"
"","","","","","","","","","","997910","Hartford","1952-09-08T22:11:38Z","-73","M","Connecticut","42","STADNICK,EDMON "
"","","","","","","","","","","997911","Hartford","1947-10-08T22:11:38Z","-73","F","Connecticut","42","RIZZUTI,SHAWNEEN "
"","","","","","","","","","","997914","Hartford","1952-03-08T22:11:38Z","-73","M","Connecticut","42","VALLADEROS,MELAAK B"
"","","","","","","","","","","997916","Hartford","1938-04-08T22:11:38Z","-73","M","Connecticut","42","MUGAN,EUFEMIO A"
"","","","","","","","","","","997917","Hartford","1952-07-08T22:11:38Z","-73","F","Connecticut","42","MELISSA S SMIT,D'NIJAH A"
"","","","","","","","","","","997919","Hartford","1949-04-08T22:11:38Z","-73","F","Connecticut","42","ROUBIQUE,HUSAM H"
"","","","","","","","","","","997920","Hartford","1942-08-08T22:11:38Z","-73","M","Connecticut","42","PATAWARAN,MAAYAN "
"","","","","","","","","","","997921","Hartford","1944-11-08T22:11:38Z","-73","F","Connecticut","42","WOODWARD JR,KIEN L"
"","","","","","","","","","","997922","Hartford","1938-05-08T22:11:38Z","-73","M","Connecticut","42","KHAUNG,DINERO A"
"","","","","","","","","","","997923","Hartford","1956-03-08T22:11:38Z","-73","F","Connecticut","42","GELARO,SERGELEN "
"","","","","","","","","","","997924","Hartford","1947-02-08T22:11:38Z","-73","M","Connecticut","42","CHHOTU,ARMONDOE J"
"","","","","","","","","","","997926","Hartford","1948-01-08T22:11:38Z","-73","M","Connecticut","42","ISAKSSON,FRANKALAN "
"","","","","","","","","","","997928","Hartford","1944-03-08T22:11:38Z","-73","M","Connecticut","42","DUCHIN,WEI WEN HU "
"","","","","","","","","","","997929","Marion","1948-08-08T22:11:38Z","-73","F","Connecticut","42","DIETLER, SADIE,U-KENDRA M"
"","","","","","","","","","","997930","Marlborough","1937-12-08T22:11:38Z","-72","M","Connecticut","42","BAGHDASARIAN,JOWIE K"
"","","","","","","","","","","997931","Milldale","1945-02-08T22:11:38Z","-73","F","Connecticut","42","IRVING JR,CRISTA M"
"","","","","","","","","","","997932","Plantsville","1939-09-08T22:11:38Z","-73","M","Connecticut","42","RODERICK,GENEVIEVE D"
"","","","","","","","","","","997933","Southington","1953-02-08T22:11:38Z","-73","F","Connecticut","42","ECHEVESTE,ANWER R"
"","","","","","","","","","","997935","Colebrook","1955-11-08T22:11:38Z","-73","F","Connecticut","42","DEMORET,ARTHIMESE "
"","","","","","","","","","","997938","Lakeville","1953-10-08T22:11:38Z","-73","M","Connecticut","42","ESLINGER,PATSY JOAN L"
"","","","","","","","","","","997939","New Hartford","1945-06-08T22:11:38Z","-73","F","Connecticut","42","SONGCUAN,VEDA "
"","","","","","","","","","","997940","Norfolk","1950-01-08T22:11:38Z","-73","M","Connecticut","42","DIEDERICH,GUILHERME C"
"","","","","","","","","","","997942","Barkhamsted","1945-07-08T22:11:38Z","-73","M","Connecticut","42","BERKE,CHELSEANNE A"
"","","","","","","","","","","997945","Sharon","1952-11-08T22:11:38Z","-73","F","Connecticut","42","MIRANDA LAZIER,MAOMI E"
"","","","","","","","","","","997946","Taconic","1951-07-08T22:11:38Z","-73","M","Connecticut","42","LANDFORD,SAMAIRA B"
"","","","","","","","","","","997948","Winsted","1951-03-08T22:11:38Z","-73","M","Connecticut","42","MCILRATH,TARANCE A"
"","","","","","","","","","","997950","Bethlehem","1951-05-08T22:11:38Z","-73","M","Connecticut","42","AUERNHEIMER,KARYSSA "
"","","","","","","","","","","997951","Bridgewater","1943-06-08T22:11:38Z","-73","F","Connecticut","42","WILKENING,BARIEES "
"","","","","","","","","","","997952","Cornwall","1949-05-08T22:11:38Z","-73","M","Connecticut","42","BULAND,JAYDAH M"
"","","","","","","","","","","997953","Cornwall Bridge","1950-09-08T22:11:38Z","-73","F","Connecticut","42","KRETZSCHAR,KHIRY J"
"","","","","","","","","","","997954","Gaylordsville","1949-06-08T22:11:38Z","-73","M","Connecticut","42","TARVAR,TRESELLE "
"","","","","","","","","","","836712","Goshen","1960-05-08T22:11:38Z","-73","M","Connecticut","42","LAIGO,KIMBERLY "
"","","","","","","","","","","836713","Kent","1966-09-08T22:11:38Z","-73","F","Connecticut","42","KYNE,MAKEEYA "
"","","","","","","","","","","836714","Lakeside","1957-12-08T22:11:38Z","-73","M","Connecticut","42","KEMPER,NAVITH A"
"","","","","","","","","","","836715","Litchfield","1961-01-08T22:11:38Z","-73","F","Connecticut","42","COLLINS, SUMME,WANJUN A"
"","","","","","","","","","","836717","New Milford","1964-02-08T22:11:38Z","-73","F","Connecticut","42","POUW,EGON "
"","","","","","","","","","","836718","New Preston Marble Dale","1958-07-08T22:11:38Z","-73","M","Connecticut","42","ZYBEL,MARILENA "
"","","","","","","","","","","836722","Plymouth","1964-02-08T22:11:38Z","-73","M","Connecticut","42","DOCTOLERO,LOATA B"
"","","","","","","","","","","836723","Roxbury","1963-10-08T22:11:38Z","-73","F","Connecticut","42","ZOE,SHORONNE R"
"","","","","","","","","","","836724","South Kent","1962-10-08T22:11:38Z","-73","M","Connecticut","42","HARTOON,KA'TREUNA T"
"","","","","","","","","","","836725","Terryville","1962-06-08T22:11:38Z","-73","F","Connecticut","42","MADONICH,CARLAS "
"","","","","","","","","","","836727","Torrington","1965-02-08T22:11:38Z","-73","F","Connecticut","42","LAMUS,IOANNINA "
"","","","","","","","","","","836728","Harwinton","1962-10-08T22:11:38Z","-73","M","Connecticut","42","HASBROOK,MIRISA "
"","","","","","","","","","","836729","Torrington","1962-01-08T22:11:38Z","-73","F","Connecticut","42","HARTKOPF,RIKA J"
"","","","","","","","","","","836730","Washington","1960-06-08T22:11:38Z","-73","M","Connecticut","42","DIRIGE,KANDE L"
"","","","","","","","","","","836732","Watertown","1961-12-08T22:11:38Z","-73","M","Connecticut","42","KHARSA,ROSALYNN L"
"","","","","","","","","","","836734","Woodbury","1964-05-08T22:11:38Z","-73","M","Connecticut","42","TROVATEN,SHANAZ Y"
"","","","","","","","","","","836736","Chester","1964-07-08T22:11:38Z","-72","M","Connecticut","41","VOELTZ,MIREIDA "
"","","","","","","","","","","836737","Clinton","1959-08-08T22:11:38Z","-73","F","Connecticut","41","SCHMETGEN,JIVAN M"
"","","","","","","","","","","836738","Cobalt","1960-06-08T22:11:38Z","-73","M","Connecticut","42","WANKO,PACQUIN "
"","","","","","","","","","","836739","Cromwell","1965-04-08T22:11:38Z","-73","F","Connecticut","42","FRERICHS,ESTATE OF LANA "
"","","","","","","","","","","836740","Deep River","1963-05-08T22:11:38Z","-72","M","Connecticut","41","BUCHANAN JR,PATTAYA A"
"","","","","","","","","","","836741","Killingworth","1958-03-08T22:11:38Z","-73","F","Connecticut","41","LANADERINE,ANDREANA "
"","","","","","","","","","","836742","Durham","1961-11-08T22:11:38Z","-73","M","Connecticut","41","DIANICH,CORRINNA R"
"","","","","","","","","","","836743","East Haddam","1960-07-08T22:11:38Z","-72","F","Connecticut","41","NEWSONE,SELEANA J"
"","","","","","","","","","","836744","East Hampton","1962-11-08T22:11:38Z","-73","M","Connecticut","42","POSEY,MIJIN "
"","","","","","","","","","","836745","Essex","1966-04-08T22:11:38Z","-72","F","Connecticut","41","ZUZAK,JULIETE J"
"","","","","","","","","","","836747","Higganum","1958-12-08T22:11:38Z","-73","F","Connecticut","41","PERHAM,TRICANA "
"","","","","","","","","","","836749","Middlefield","1962-05-08T22:11:38Z","-73","F","Connecticut","42","BENABIDES,ADAH "
"","","","","","","","","","","836750","Middle Haddam","1960-03-08T22:11:38Z","-73","M","Connecticut","42","KALICH,MARCYA "
"","","","","","","","","","","836751","Middletown","1958-07-08T22:11:38Z","-73","F","Connecticut","42","MINIFIE,ILYA G"
"","","","","","","","","","","836752","Middletown","1959-04-08T22:11:38Z","-73","M","Connecticut","42","CANELLOS,KATHRYNE "
"","","","","","","","","","","836753","Moodus","1961-08-08T22:11:38Z","-72","F","Connecticut","42","BOUGHER,YULING L"
"","","","","","","","","","","836755","Portland","1961-02-08T22:11:38Z","-73","F","Connecticut","42","MC ERLEAN,TANILLE "
"","","","","","","","","","","836756","Rockfall","1959-02-08T22:11:38Z","-73","M","Connecticut","42","MULETTA,TRETHA L"
"","","","","","","","","","","836758","Ansonia","1960-08-08T22:11:38Z","-73","M","Connecticut","41","SANCHEZ JORGE,NERKIS "
"","","","","","","","","","","836760","Branford","1958-04-08T22:11:38Z","-73","M","Connecticut","41","CAYLER,NAHRAIN B"
"","","","","","","","","","","836762","Cheshire","1959-10-08T22:11:38Z","-73","M","Connecticut","42","TEBBS,ANTOINETTE E"
"","","","","","","","","","","836764","Derby","1958-04-08T22:11:38Z","-73","M","Connecticut","41","GEYON,TREANA "
"","","","","","","","","","","836765","Guilford","1966-04-08T22:11:38Z","-73","F","Connecticut","41","CRIVELLI,MARIA-AGATA E"
"","","","","","","","","","","836767","Meriden","1963-05-08T22:11:38Z","-73","F","Connecticut","42","HUDNER,NERI "
"","","","","","","","","","","836768","Meriden","1964-10-08T22:11:38Z","-73","M","Connecticut","42","POLEE JR,DEIDRA A"
"","","","","","","","","","","836769","Milford","1959-03-08T22:11:38Z","-73","F","Connecticut","41","LA NOUE,JACQUIELINE "
"","","","","","","","","","","836771","North Branford","1963-01-08T22:11:38Z","-73","F","Connecticut","41","CHALMAN,MACHAELA "
"","","","","","","","","","","836772","Northford","1960-10-08T22:11:38Z","-73","M","Connecticut","41","CRNKOVICH,LILIANNA E"
"","","","","","","","","","","836773","North Haven","1964-08-08T22:11:38Z","-73","F","Connecticut","41","LUNING,KAYNA R"
"","","","","","","","","","","836774","Orange","1965-05-08T22:11:38Z","-73","M","Connecticut","41","CORIPPO,MARY SHANNON G"
"","","","","","","","","","","836775","Oxford","1962-02-08T22:11:38Z","-73","F","Connecticut","41","VALENTI,LAYCIE A"
"","","","","","","","","","","836778","Southbury","1959-04-08T22:11:38Z","-73","M","Connecticut","41","LAJEEN,REBBECCA S"
"","","","","","","","","","","836780","Wallingford","1965-10-08T22:11:38Z","-73","M","Connecticut","41","BRINGETTO,DIONELSY "
"","","","","","","","","","","836782","Wallingford","1957-12-08T22:11:38Z","-73","M","Connecticut","41","TUNGATE,MAYRIE BLAIRE D"
"","","","","","","","","","","836783","New Haven","1959-12-08T22:11:38Z","-73","F","Connecticut","41","LYDOFF JR,MARYLINDA "
"","","","","","","","","","","836785","New Haven","1962-09-08T22:11:38Z","-73","F","Connecticut","41","ORNDUFF,KASHANTAY "
"","","","","","","","","","","836786","New Haven","1966-02-08T22:11:38Z","-73","M","Connecticut","41","TRIMBIE,LOVEJOY E"
"","","","","","","","","","","836789","New Haven","1960-08-08T22:11:38Z","-73","F","Connecticut","41","ALAMEDA II,CORWIN "
"","","","","","","","","","","836791","New Haven","1965-10-08T22:11:38Z","-73","F","Connecticut","41","GRYN,LELIA "
"","","","","","","","","","","836793","New Haven","1964-06-08T22:11:38Z","-73","F","Connecticut","41","KEMERY,ADONA J"
"","","","","","","","","","","836794","New Haven","1966-09-08T22:11:38Z","-73","M","Connecticut","41","MCMILLION,DAYNEIL R"
"","","","","","","","","","","836795","New Haven","1965-09-08T22:11:38Z","-73","F","Connecticut","41","KRISCH,MYDA "
"","","","","","","","","","","836797","New Haven","1962-01-08T22:11:38Z","-73","F","Connecticut","41","MONDAY-DISHMON,IGUSTI AK Q"
"","","","","","","","","","","836799","Hamden","1958-06-08T22:11:38Z","-73","F","Connecticut","41","DEISNER,KASHKA A"
"","","","","","","","","","","836801","New Haven","1958-02-08T22:11:38Z","-73","F","Connecticut","41","NEBULONI,ZAMORA T"
"","","","","","","","","","","836802","New Haven","1959-03-08T22:11:38Z","-73","M","Connecticut","41","OSTLUND,CHASSIE L"
"","","","","","","","","","","836803","New Haven","1959-02-08T22:11:38Z","-73","F","Connecticut","41","SHIP,ELAANI "
