"responseHeader__zkConnected","responseHeader__status","responseHeader__QTime","responseHeader__params__q","responseHeader__params__indent","responseHeader__params__fl","responseHeader__params__rows","responseHeader__params__wt","response__numFound","response__start","response__docs__id","response__docs__city","response__docs__DOB","response__docs__longitude","response__docs__sex","response__docs__state","response__docs__latitude","response__docs__name"
"","","","","","","","","","","837656","Sharpsburg","1965-10-08T22:11:38Z","-84","M","Kentucky","38","SHISHKINA,HENNY E"
"","","","","","","","","","","837657","Calvin","1965-04-08T22:11:38Z","-84","F","Kentucky","37","EGUIZABEL,GERARDO L"
"","","","","","","","","","","837658","Hulen","1960-09-08T22:11:38Z","-84","M","Kentucky","37","WESTEN,PUMINA J"
"","","","","","","","","","","837659","Miracle","1963-01-08T22:11:38Z","-84","F","Kentucky","37","APODARA,WAYZEL "
"","","","","","","","","","","837660","Arjay","1958-09-08T22:11:38Z","-84","M","Kentucky","37","FOUT,GHADA S"
"","","","","","","","","","","837661","Beverly","1963-03-08T22:11:38Z","-84","F","Kentucky","37","SMIRNOV,MARIA LORNA M"
"","","","","","","","","","","837663","Ingram","1965-03-08T22:11:38Z","-84","F","Kentucky","37","FICARELLI,JOHNNA R"
"","","","","","","","","","","837666","Pineville","1963-05-08T22:11:38Z","-84","M","Kentucky","37","HALLBAUER,TIFFANEY A"
"","","","","","","","","","","837668","Burlington","1962-08-08T22:11:38Z","-85","M","Kentucky","39","BRADLER,SHAMYRA D"
"","","","","","","","","","","837669","Florence","1965-07-08T22:11:38Z","-85","F","Kentucky","39","SONE,WITTNEY D"
"","","","","","","","","","","837670","Florence","1964-05-08T22:11:38Z","-85","M","Kentucky","39","SILICI   MCOM,SHAWNON K"
"","","","","","","","","","","837671","Hebron","1960-08-08T22:11:38Z","-85","F","Kentucky","39","WIREN,ALYXANDRIA E"
"","","","","","","","","","","837672","Petersburg","1958-03-08T22:11:38Z","-85","M","Kentucky","39","KASKOWITZ,YOUA R"
"","","","","","","","","","","837673","Union","1963-04-08T22:11:38Z","-85","F","Kentucky","39","FLANERY,JECEA J"
"","","","","","","","","","","837675","Walton","1959-11-08T22:11:38Z","-85","F","Kentucky","39","FRANKO,KIONNA "
"","","","","","","","","","","837676","Millersburg","1965-06-08T22:11:38Z","-84","M","Kentucky","38","HALIKAS,ELBIA H"
"","","","","","","","","","","837677","North Middletown","1965-12-08T22:11:38Z","-84","F","Kentucky","38","KUBALL,MARICELIA S"
"","","","","","","","","","","837679","Paris","1962-01-08T22:11:38Z","-84","F","Kentucky","38","LUDOVICFO,EDORA B"
"","","","","","","","","","","837681","Ashland","1961-01-08T22:11:38Z","-83","F","Kentucky","38","KWAKYI,JANELLA "
"","","","","","","","","","","837683","Ashland","1958-09-08T22:11:38Z","-83","F","Kentucky","38","VAN ORNAM,CHITHRA M"
"","","","","","","","","","","837684","Catlettsburg","1964-11-08T22:11:38Z","-83","M","Kentucky","38","CINER,RHEAN RIEGO "
"","","","","","","","","","","837686","Danville","1964-09-08T22:11:38Z","-85","M","Kentucky","38","KNIZEVSKI,ZOILA M"
"","","","","","","","","","","837687","Danville","1961-06-08T22:11:38Z","-85","F","Kentucky","38","TORRES-JIMENEZ,DOMINIC "
"","","","","","","","","","","837688","Junction City","1961-02-08T22:11:38Z","-85","M","Kentucky","38","SALIH,RICHONDA M"
"","","","","","","","","","","837690","Parksville","1960-01-08T22:11:38Z","-85","M","Kentucky","38","VUICH,ZELIA A"
"","","","","","","","","","","837692","Augusta","1961-11-08T22:11:38Z","-84","M","Kentucky","39","SEYED-KAZMI,SHARLIE D"
"","","","","","","","","","","837693","Brooksville","1959-05-08T22:11:38Z","-84","F","Kentucky","39","REANY,ZUGEY S"
"","","","","","","","","","","837694","Foster","1959-05-08T22:11:38Z","-84","M","Kentucky","39","HUETTER,TRINALYNN T"
"","","","","","","","","","","837695","Germantown","1963-02-08T22:11:38Z","-84","F","Kentucky","39","ADZA,U'ILANI "
"","","","","","","","","","","837696","Milford","1966-02-08T22:11:38Z","-84","M","Kentucky","39","JUNG-MAISEL,AMELIO L"
"","","","","","","","","","","837698","Clayhole","1965-04-08T22:11:38Z","-83","M","Kentucky","37","MORRILL,RIALYN J"
"","","","","","","","","","","837699","Jackson","1958-03-08T22:11:38Z","-83","F","Kentucky","37","HAINING,BEAUNCA L"
"","","","","","","","","","","837700","Lost Creek","1960-07-08T22:11:38Z","-83","M","Kentucky","37","GABONI,NAYELLI L"
"","","","","","","","","","","837701","Rousseau","1966-03-08T22:11:38Z","-83","F","Kentucky","38","BROSEKER,RHAWTRENIA "
"","","","","","","","","","","837702","Vancleve","1959-02-08T22:11:38Z","-83","M","Kentucky","38","COLLISCHONN,GOERGIANNA M"
"","","","","","","","","","","837703","Whick","1957-12-08T22:11:38Z","-83","F","Kentucky","37","DOCOUTO,ZYKEIRA D"
"","","","","","","","","","","837704","Cloverport","1962-05-08T22:11:38Z","-87","M","Kentucky","38","DALMAN,EVY "
"","","","","","","","","","","837705","Custer","1961-05-08T22:11:38Z","-86","F","Kentucky","38","MACKLIN-BRAY,SARAH ALEJANDRA D"
"","","","","","","","","","","837707","Hardinsburg","1958-11-08T22:11:38Z","-86","F","Kentucky","38","ROGGATZ,KATIE LEE "
"","","","","","","","","","","837708","Harned","1966-06-08T22:11:38Z","-86","M","Kentucky","38","AVALOS,KYELA R"
"","","","","","","","","","","837709","Hudson","1964-08-08T22:11:38Z","-86","F","Kentucky","38","SNOVEL,YOMINA C"
"","","","","","","","","","","993853","Irvington","1941-02-08T22:11:38Z","-86","F","Kentucky","38","MAHASINTUNAN,SARAS "
"","","","","","","","","","","993855","Mc Quady","1951-10-08T22:11:38Z","-86","F","Kentucky","38","BISTRAIN,LAKESHA M"
"","","","","","","","","","","993856","Stephensport","1956-11-08T22:11:38Z","-87","M","Kentucky","38","IRELAND II,CANDELATIA V"
"","","","","","","","","","","993857","Union Star","1956-11-08T22:11:38Z","-86","F","Kentucky","38","SIQUIG,ARLEEN GINA A"
"","","","","","","","","","","993858","Webster","1944-03-08T22:11:38Z","-86","M","Kentucky","38","CATRINI-ABDULLAH,CASSANDRA E"
"","","","","","","","","","","993859","Westview","1951-05-08T22:11:38Z","-86","F","Kentucky","38","SCHEER,YLIANNA "
"","","","","","","","","","","993862","Clermont","1947-11-08T22:11:38Z","-86","M","Kentucky","38","PERKINS-DOUGLAS,LA'NIECE K"
"","","","","","","","","","","993866","Aberdeen","1943-10-08T22:11:38Z","-87","M","Kentucky","37","HASSON,LONE B"
"","","","","","","","","","","993867","Dunbar","1951-02-08T22:11:38Z","-87","F","Kentucky","37","LE HOUILLIER,PING-WEI A"
"","","","","","","","","","","993869","Morgantown","1947-09-08T22:11:38Z","-87","F","Kentucky","37","DEGRISE,YA-LI R"
"","","","","","","","","","","993870","Rochester","1953-10-08T22:11:38Z","-87","M","Kentucky","37","FRONTERO,KHATERINE A"
"","","","","","","","","","","993872","Fredonia","1942-12-08T22:11:38Z","-88","M","Kentucky","37","GAVIDES,ALFONOS "
"","","","","","","","","","","993873","Princeton","1941-02-08T22:11:38Z","-88","F","Kentucky","37","OTERO,1 W"
"","","","","","","","","","","993875","Dexter","1943-03-08T22:11:38Z","-88","F","Kentucky","37","GOULDY,LEEZA "
"","","","","","","","","","","993876","Hazel","1952-11-08T22:11:38Z","-88","M","Kentucky","37","TWEETEN,VANAE P"
"","","","","","","","","","","993877","Kirksey","1951-03-08T22:11:38Z","-88","F","Kentucky","37","RANGEL-MARTINEZ,RELONDO L"
"","","","","","","","","","","993878","Murray","1939-03-08T22:11:38Z","-88","M","Kentucky","37","ENENBACH,RAE-ANNE D"
"","","","","","","","","","","993879","New Concord","1950-11-08T22:11:38Z","-88","F","Kentucky","37","SCHEFTNER,ZHENYU W"
"","","","","","","","","","","993881","California","1939-04-08T22:11:38Z","-84","F","Kentucky","39","MANDOLPH,GIULIANA "
"","","","","","","","","","","993882","Melbourne","1941-01-08T22:11:38Z","-84","M","Kentucky","39","NEVID,YUK YIM F"
"","","","","","","","","","","993883","Newport","1944-01-08T22:11:38Z","-84","F","Kentucky","39","TARANTO,CIPRIANA LOPEZ"
"","","","","","","","","","","993886","Dayton","1938-04-08T22:11:38Z","-84","M","Kentucky","39","HEADRICK,LIKOLEHUAO P"
"","","","","","","","","","","993887","Fort Thomas","1941-08-08T22:11:38Z","-84","F","Kentucky","39","ECHEVESTE,NIKITA F"
"","","","","","","","","","","993889","Silver Grove","1946-12-08T22:11:38Z","-84","F","Kentucky","39","SOMMERFELDT,SALEHA A"
"","","","","","","","","","","993890","Newport","1951-07-08T22:11:38Z","-84","M","Kentucky","39","PULLEM,HAZIEL J"
"","","","","","","","","","","993891","Arlington","1938-07-08T22:11:38Z","-89","F","Kentucky","37","GARLING ,JEFFELYN R"
"","","","","","","","","","","993892","Bardwell","1947-12-08T22:11:38Z","-89","M","Kentucky","37","OPIA,PEGOH L"
"","","","","","","","","","","993893","Cunningham","1947-08-08T22:11:38Z","-89","F","Kentucky","37","PETITOU,LAVAUGHN "
"","","","","","","","","","","993896","Ghent","1948-04-08T22:11:38Z","-85","M","Kentucky","39","MARSIGLI,YE "
"","","","","","","","","","","993897","Sanders","1955-06-08T22:11:38Z","-85","F","Kentucky","39","KHOONSIRIVONG,TRYMICA M"
"","","","","","","","","","","993900","Denton","1942-07-08T22:11:38Z","-83","M","Kentucky","38","GOSSMAN,KYMALYN G"
"","","","","","","","","","","993901","Grahn","1950-08-08T22:11:38Z","-83","F","Kentucky","38","LEETE-FLETCHE,MAIREY "
"","","","","","","","","","","993902","Grayson","1939-05-08T22:11:38Z","-83","M","Kentucky","38","CAMINITI,CHAUNDRA M"
"","","","","","","","","","","993903","Hitchins","1948-03-08T22:11:38Z","-83","F","Kentucky","38","KOBOLD,KAEL Q"
"","","","","","","","","","","993904","Olive Hill","1951-03-08T22:11:38Z","-83","M","Kentucky","38","GODIZANO,ROSIE MYRNA M"
"","","","","","","","","","","993906","Willard","1953-08-08T22:11:38Z","-83","M","Kentucky","38","WENZEL JR.,PETALA S"
"","","","","","","","","","","993907","Bethelridge","1952-12-08T22:11:38Z","-85","F","Kentucky","37","ZIALCITA,LAP CHUNG A"
"","","","","","","","","","","993909","Liberty","1941-01-08T22:11:38Z","-85","F","Kentucky","37","GUNTON,CLARICE A"
"","","","","","","","","","","993910","Middleburg","1951-05-08T22:11:38Z","-85","M","Kentucky","37","SULTAN,SWARM "
"","","","","","","","","","","993911","Windsor","1941-09-08T22:11:38Z","-85","F","Kentucky","37","PARAG,HYUN-WOO A"
"","","","","","","","","","","993912","Yosemite","1954-08-08T22:11:38Z","-85","M","Kentucky","37","TRIMM,SYDNIE "
"","","","","","","","","","","993913","Crofton","1953-03-08T22:11:38Z","-87","F","Kentucky","37","ABREA,LANGE N"
"","","","","","","","","","","993915","Fort Campbell","1946-06-08T22:11:38Z","-88","F","Kentucky","37","BONTEMPO,BRAYLYNN L"
"","","","","","","","","","","993916","Gracey","1942-06-08T22:11:38Z","-88","M","Kentucky","37","LASHER,ANALOUISA R"
"","","","","","","","","","","993918","Hopkinsville","1945-01-08T22:11:38Z","-87","M","Kentucky","37","HOYNH,ISALINE S"
"","","","","","","","","","","993919","Hopkinsville","1956-06-08T22:11:38Z","-87","F","Kentucky","37","ROSELLINI,REYNAH "
"","","","","","","","","","","993920","La Fayette","1938-12-08T22:11:38Z","-88","M","Kentucky","37","ZOTTOLA,FLORENTIN L"
"","","","","","","","","","","993921","Oak Grove","1942-09-08T22:11:38Z","-87","F","Kentucky","37","LUTERNAUER,ROCEL C"
"","","","","","","","","","","993922","Pembroke","1947-12-08T22:11:38Z","-87","M","Kentucky","37","ROYCHOUDHURY,REUTER "
"","","","","","","","","","","993924","Winchester","1947-09-08T22:11:38Z","-84","M","Kentucky","38","JANOS,GABRIELLE  "
"","","","","","","","","","","993925","Big Creek","1938-09-08T22:11:38Z","-84","F","Kentucky","37","BATHO,AURIELLE L"
"","","","","","","","","","","993928","Goose Rock","1941-09-08T22:11:38Z","-84","M","Kentucky","37","RIMES,CRAOL M"
"","","","","","","","","","","993929","Hima","1941-02-08T22:11:38Z","-84","F","Kentucky","37","TURRUBIATEZ,SARAN J"
"","","","","","","","","","","993930","Manchester","1950-12-08T22:11:38Z","-84","M","Kentucky","37","WEYMILLER,PEIXIAN N"
"","","","","","","","","","","993931","Oneida","1956-03-08T22:11:38Z","-84","F","Kentucky","37","HAMMERICKSEN,BRYONY "
"","","","","","","","","","","993934","Alpha","1954-04-08T22:11:38Z","-85","M","Kentucky","37","SIEW,ERENDIRA D"
"","","","","","","","","","","993935","Crayne","1944-02-08T22:11:38Z","-88","F","Kentucky","37","SHEILA E EPPS,JOELLENE "
"","","","","","","","","","","993937","Marion","1951-03-08T22:11:38Z","-88","F","Kentucky","37","HELMINSKI,TASHEBA "
"","","","","","","","","","","993938","Burkesville","1955-02-08T22:11:38Z","-85","M","Kentucky","37","AMDAHL,ADRI "
"","","","","","","","","","","993939","Marrowbone","1951-03-08T22:11:38Z","-86","F","Kentucky","37","PETTIS,CHRISTY M"
"","","","","","","","","","","993940","Owensboro","1949-03-08T22:11:38Z","-87","M","Kentucky","38","HOOG,JOIS L"
"","","","","","","","","","","993941","Owensboro","1948-10-08T22:11:38Z","-87","F","Kentucky","38","LEIGHT,RAILYNN S"
"","","","","","","","","","","993942","Owensboro","1947-01-08T22:11:38Z","-87","M","Kentucky","38","TICHAUER,TIFFAN "
"","","","","","","","","","","993945","Maceo","1955-07-08T22:11:38Z","-87","F","Kentucky","38","MADRIAGA,JOLEE J"
"","","","","","","","","","","993949","West Louisville","1945-04-08T22:11:38Z","-87","F","Kentucky","38","BILLY,NASEER "
"","","","","","","","","","","993954","Mammoth Cave","1951-05-08T22:11:38Z","-86","M","Kentucky","37","LA CHAPPELLE,LOLITE E"
"","","","","","","","","","","993956","Sweeden","1949-07-08T22:11:38Z","-86","M","Kentucky","37","RANNO,LAEQULANA G"
"","","","","","","","","","","993958","Sandy Hook","1945-12-08T22:11:38Z","-83","M","Kentucky","38","BELLINI,TAUESE S"
"","","","","","","","","","","993959","Irvine","1954-01-08T22:11:38Z","-84","F","Kentucky","38","PRAYTOR JR,COCO "
"","","","","","","","","","","993960","Ravenna","1949-11-08T22:11:38Z","-84","M","Kentucky","38","HURON,LAREN "
"","","","","","","","","","","993961","Lexington","1949-07-08T22:11:38Z","-84","F","Kentucky","38","LOGOLUSO,ALLANYA J"
"","","","","","","","","","","993962","Lexington","1952-11-08T22:11:38Z","-85","M","Kentucky","38","DO CANTO,ALANNAH T"
"","","","","","","","","","","993963","Lexington","1948-07-08T22:11:38Z","-85","F","Kentucky","38","GILBERTSON,ANALYDE M"
"","","","","","","","","","","993964","Lexington","1948-05-08T22:11:38Z","-84","M","Kentucky","38","MALTBY,TSHEUNDA L"
"","","","","","","","","","","993965","Lexington","1951-05-08T22:11:38Z","-85","F","Kentucky","38","MARIANA,AL-SHAFEY E"
"","","","","","","","","","","993967","Lexington","1947-09-08T22:11:38Z","-84","F","Kentucky","38","KOTORMAN,JOHN SR A"
"","","","","","","","","","","993968","Lexington","1952-12-08T22:11:38Z","-84","M","Kentucky","38","CELMER,TIMOFEI M"
"","","","","","","","","","","993969","Lexington","1955-02-08T22:11:38Z","-85","F","Kentucky","38","GRANADOSPICAZO,NOLEEN "
"","","","","","","","","","","993970","Lexington","1955-05-08T22:11:38Z","-85","M","Kentucky","38","NIMMONS,WUXIAN A"
"","","","","","","","","","","993971","Lexington","1949-06-08T22:11:38Z","-84","F","Kentucky","38","FLAKES II,CAY D"
"","","","","","","","","","","993974","Lexington","1948-08-08T22:11:38Z","-84","M","Kentucky","38","FERLAND,NIYA KRYSTINE"
"","","","","","","","","","","993976","Lexington","1948-09-08T22:11:38Z","-84","M","Kentucky","38","DOLLAHITE,REYLYN R"
"","","","","","","","","","","993978","Lexington","1944-04-08T22:11:38Z","-84","M","Kentucky","38","COTTARDI,ERIQUETTA L"
"","","","","","","","","","","993980","Lexington","1942-08-08T22:11:38Z","-84","M","Kentucky","38","DRENES,NICO R"
"","","","","","","","","","","993981","Lexington","1940-03-08T22:11:38Z","-84","F","Kentucky","38","KOE,VANNESE A"
"","","","","","","","","","","993982","Lexington","1938-08-08T22:11:38Z","-85","M","Kentucky","38","DEL PAPE,ABIDA C"
"","","","","","","","","","","993984","Lexington","1943-03-08T22:11:38Z","-84","M","Kentucky","38","FRANKENFIELD,TRE'ZHON I"
"","","","","","","","","","","993985","Lexington","1955-06-08T22:11:38Z","-84","F","Kentucky","38","PRIANTE,ANNADINE "
"","","","","","","","","","","993987","Lexington","1956-04-08T22:11:38Z","-84","F","Kentucky","38","ARGEL,ABDERAZAK J"
"","","","","","","","","","","993988","Lexington","1951-03-08T22:11:38Z","-84","M","Kentucky","38","ABRIA,JOLIANA M"
"","","","","","","","","","","993989","Lexington","1941-11-08T22:11:38Z","-84","F","Kentucky","38","BILLY JR,ZEIN "
"","","","","","","","","","","993990","Lexington","1940-01-08T22:11:38Z","-84","M","Kentucky","38","PRICE, DAVID J,CECILYANN R"
"","","","","","","","","","","993991","Lexington","1955-12-08T22:11:38Z","-84","F","Kentucky","38","MISPLAY,AILE M"
"","","","","","","","","","","993994","Lexington","1949-10-08T22:11:38Z","-84","M","Kentucky","38","FAALATAINA,JAZIRA P"
"","","","","","","","","","","993996","Lexington","1950-07-08T22:11:38Z","-84","M","Kentucky","38","CACERES,ANISHKUMAR A"
"","","","","","","","","","","993997","Lexington","1955-01-08T22:11:38Z","-84","F","Kentucky","38","SAMONES,JH PHILLIPS "
"","","","","","","","","","","993998","Lexington","1953-09-08T22:11:38Z","-84","M","Kentucky","38","VAN DER TUYN,CASSANDRA "
"","","","","","","","","","","993999","Lexington","1943-02-08T22:11:38Z","-85","F","Kentucky","38","MAESTAS,RUBAB S"
"","","","","","","","","","","994001","Ewing","1941-09-08T22:11:38Z","-84","F","Kentucky","38","AGEE,ANTHONIO D"
"","","","","","","","","","","994003","Hillsboro","1954-11-08T22:11:38Z","-84","F","Kentucky","38","BENDO,TAMAITIA B"
"","","","","","","","","","","994005","Plummers Landing","1955-10-08T22:11:38Z","-84","F","Kentucky","38","HOFFMAN II MAR,DARON L"
"","","","","","","","","","","994006","Wallingford","1954-09-08T22:11:38Z","-84","M","Kentucky","38","MCHARRY,DERREN D"
"","","","","","","","","","","994007","Allen","1953-07-08T22:11:38Z","-83","F","Kentucky","38","WALLACE JR,ILAHN D"
"","","","","","","","","","","994009","Banner","1941-04-08T22:11:38Z","-83","F","Kentucky","38","MACMULLEN-WAHL,PRISCA L"
"","","","","","","","","","","994010","Beaver","1942-12-08T22:11:38Z","-83","M","Kentucky","37","HOLAHAN,HOWARD CASPER T"
"","","","","","","","","","","994011","Betsy Layne","1947-05-08T22:11:38Z","-83","F","Kentucky","38","OGLESBY,ADDELLE "
"","","","","","","","","","","994012","Bevinsville","1953-05-08T22:11:38Z","-83","M","Kentucky","37","ESPINOZA-RAMIR,KATOYA "
"","","","","","","","","","","994013","Blue River","1953-02-08T22:11:38Z","-83","F","Kentucky","38","GUALBERTO,PEGGIE C"
"","","","","","","","","","","994015","Dana","1943-01-08T22:11:38Z","-83","F","Kentucky","38","LARA SERRANO,HAK G"
"","","","","","","","","","","994016","David","1949-12-08T22:11:38Z","-83","M","Kentucky","38","LIDER,MAIRA R"
"","","","","","","","","","","994017","Drift","1945-12-08T22:11:38Z","-83","F","Kentucky","37","COURIS,GRAHAME "
"","","","","","","","","","","994018","Dwale","1939-12-08T22:11:38Z","-83","M","Kentucky","38","BEARQUIVER,ELLANAH N"
"","","","","","","","","","","994020","Garrett","1939-11-08T22:11:38Z","-83","M","Kentucky","37","SALGUERO,WILMA DAREE A"
"","","","","","","","","","","994021","Grethel","1943-10-08T22:11:38Z","-83","F","Kentucky","37","KANESHI,DEOBORA "
"","","","","","","","","","","994023","Hi Hat","1942-09-08T22:11:38Z","-83","F","Kentucky","37","JOHNSON-HOLLOWAY,TERRENCE B"
"","","","","","","","","","","994025","Ivel","1949-11-08T22:11:38Z","-83","F","Kentucky","38","SUNGA TORRES,TIMBERLY "
"","","","","","","","","","","994026","Lackey","1948-05-08T22:11:38Z","-83","M","Kentucky","37","SILBAS,MEG "
"","","","","","","","","","","994028","Mc Dowell","1939-08-08T22:11:38Z","-83","M","Kentucky","37","IDIKA ,QIANYI D"
"","","","","","","","","","","994030","Melvin","1951-03-08T22:11:38Z","-83","M","Kentucky","37","BACARAY,CHI HING "
"","","","","","","","","","","994032","Prestonsburg","1944-09-08T22:11:38Z","-83","M","Kentucky","38","CAMBEROS ROSAS,ICELLA "
"","","","","","","","","","","994033","Printer","1943-12-08T22:11:38Z","-83","F","Kentucky","38","LONON,JON "
"","","","","","","","","","","994034","Stanville","1939-02-08T22:11:38Z","-83","M","Kentucky","38","PRETEL,JIL E"
"","","","","","","","","","","994036","Tram","1942-02-08T22:11:38Z","-83","M","Kentucky","38","LOPEZ-MARCH,SIDNEY E"
"","","","","","","","","","","994037","Wayland","1949-10-08T22:11:38Z","-83","F","Kentucky","37","BAIRD JR,YEARDLEY S"
"","","","","","","","","","","994038","Weeksbury","1938-08-08T22:11:38Z","-83","M","Kentucky","37","ROMUALDO,NINOS W"
"","","","","","","","","","","994042","Frankfort","1953-02-08T22:11:38Z","-85","M","Kentucky","38","MELEZA,MARLISA L"
"","","","","","","","","","","994045","Frankfort","1946-02-08T22:11:38Z","-85","F","Kentucky","38","SCALICE-SWEENEY,BRANDIE "
"","","","","","","","","","","994046","Frankfort","1944-01-08T22:11:38Z","-85","M","Kentucky","38","VANDEDRINK,RUI YING U"
"","","","","","","","","","","994047","Frankfort","1945-09-08T22:11:38Z","-85","F","Kentucky","38","MEIMIN,GIZA A"
"","","","","","","","","","","994048","Frankfort","1952-06-08T22:11:38Z","-85","M","Kentucky","38","SIEMEL,GLORIA JEAN M"
"","","","","","","","","","","994049","Fulton","1954-05-08T22:11:38Z","-89","F","Kentucky","37","TSEFREKAS,TAWNEE M"
"","","","","","","","","","","994054","Bryantsville","1948-05-08T22:11:38Z","-85","M","Kentucky","38","CORKERY,DESARIEE R"
"","","","","","","","","","","994055","Lancaster","1938-01-08T22:11:38Z","-85","F","Kentucky","38","HOUSEHOLDER,MUHAMMAD FAZIL "
"","","","","","","","","","","994056","Paint Lick","1951-11-08T22:11:38Z","-84","M","Kentucky","38","SAKABA,ANAIECE L"
"","","","","","","","","","","994058","Crittenden","1956-04-08T22:11:38Z","-85","M","Kentucky","39","CRAWFORD, TERA,WASAN "
"","","","","","","","","","","994059","Dry Ridge","1949-04-08T22:11:38Z","-85","F","Kentucky","39","CECILIO,NISHA J"
"","","","","","","","","","","994060","Jonesville","1952-08-08T22:11:38Z","-85","M","Kentucky","39","RICHASON,RAVALLE "
"","","","","","","","","","","994061","Mason","1949-03-08T22:11:38Z","-85","F","Kentucky","39","ECONOMOU,YERSULTAN H"
"","","","","","","","","","","994062","Williamstown","1952-06-08T22:11:38Z","-85","M","Kentucky","39","FILLO,CELTIN W"
"","","","","","","","","","","994063","Boaz","1946-07-08T22:11:38Z","-89","F","Kentucky","37","O'GUINN,MASSEE L"
"","","","","","","","","","","994064","Fancy Farm","1953-01-08T22:11:38Z","-89","M","Kentucky","37","DONATO,ABRHAM C"
"","","","","","","","","","","994065","Farmington","1939-06-08T22:11:38Z","-89","F","Kentucky","37","JAHN,EILLEEN "
"","","","","","","","","","","994066","Hickory","1945-10-08T22:11:38Z","-89","M","Kentucky","37","MOUNG,DAYA "
"","","","","","","","","","","994067","Lowes","1939-11-08T22:11:38Z","-89","F","Kentucky","37","BLACKTON,VIANEY "
"","","","","","","","","","","994068","Lynnville","1956-04-08T22:11:38Z","-89","M","Kentucky","37","VELLA PEREZ,SHERITTA D"
"","","","","","","","","","","994070","Melber","1952-01-08T22:11:38Z","-89","M","Kentucky","37","SAHIBZADA,THARESA "
"","","","","","","","","","","994071","Sedalia","1939-09-08T22:11:38Z","-89","F","Kentucky","37","BROW,MADDALENA "
"","","","","","","","","","","994072","Symsonia","1944-11-08T22:11:38Z","-89","M","Kentucky","37","BOBOEVA,TIFANNIE A"
"","","","","","","","","","","994073","Water Valley","1951-10-08T22:11:38Z","-89","F","Kentucky","37","BALATAYO,ANNGELIQUE A"
"","","","","","","","","","","994074","Wingo","1953-11-08T22:11:38Z","-89","M","Kentucky","37","NWE,DOMONIC C"
"","","","","","","","","","","994076","Big Clifty","1947-05-08T22:11:38Z","-86","M","Kentucky","38","SALM ,THERESA MARIE "
"","","","","","","","","","","994077","Caneyville","1951-08-08T22:11:38Z","-86","F","Kentucky","37","CHILIMIDOS-GRA,PHYLISE L"
"","","","","","","","","","","994079","Leitchfield","1944-10-08T22:11:38Z","-86","F","Kentucky","37","ARCE HERNANDEZ,KORAN A"
"","","","","","","","","","","994082","Greensburg","1952-03-08T22:11:38Z","-86","M","Kentucky","37","VILLARON,MARIA-IBEL "
